%time(s) 	 x-pos 	 y-pos 
1.12400000e+01	-1.08998467e-01	-7.02759358e-01
1.12500000e+01	-1.23730596e-01	-7.00438671e-01
1.12600000e+01	-1.38405996e-01	-6.97823408e-01
1.12700000e+01	-1.53018951e-01	-6.94914450e-01
1.12800000e+01	-1.67563733e-01	-6.91712771e-01
1.12900000e+01	-1.82034602e-01	-6.88219444e-01
1.13000000e+01	-1.96425808e-01	-6.84435641e-01
1.13100000e+01	-2.10731588e-01	-6.80362640e-01
1.13200000e+01	-2.24946176e-01	-6.76001823e-01
1.13300000e+01	-2.39063795e-01	-6.71354684e-01
1.13400000e+01	-2.53078669e-01	-6.66422829e-01
1.13500000e+01	-2.66985018e-01	-6.61207979e-01
1.13600000e+01	-2.80777061e-01	-6.55711975e-01
1.13700000e+01	-2.94449025e-01	-6.49936779e-01
1.13800000e+01	-3.07995138e-01	-6.43884474e-01
1.13900000e+01	-3.21409643e-01	-6.37557274e-01
1.14000000e+01	-3.34686793e-01	-6.30957518e-01
1.14100000e+01	-3.47820861e-01	-6.24087679e-01
1.14200000e+01	-3.60806140e-01	-6.16950362e-01
1.14300000e+01	-3.73636947e-01	-6.09548305e-01
1.14400000e+01	-3.86307630e-01	-6.01884387e-01
1.14500000e+01	-3.98812567e-01	-5.93961623e-01
1.14600000e+01	-4.11146179e-01	-5.85783169e-01
1.14700000e+01	-4.23302929e-01	-5.77352321e-01
1.14800000e+01	-4.35277325e-01	-5.68672518e-01
1.14900000e+01	-4.47063933e-01	-5.59747340e-01
1.15000000e+01	-4.58657373e-01	-5.50580514e-01
1.15100000e+01	-4.70052330e-01	-5.41175906e-01
1.15200000e+01	-4.81243558e-01	-5.31537527e-01
1.15300000e+01	-4.92225886e-01	-5.21669531e-01
1.15400000e+01	-5.02994220e-01	-5.11576212e-01
1.15500000e+01	-5.13543554e-01	-5.01262009e-01
1.15600000e+01	-5.23868972e-01	-4.90731497e-01
1.15700000e+01	-5.33965654e-01	-4.79989392e-01
1.15800000e+01	-5.43828881e-01	-4.69040545e-01
1.15900000e+01	-5.53454040e-01	-4.57889941e-01
1.16000000e+01	-5.62836634e-01	-4.46542698e-01
1.16100000e+01	-5.71972280e-01	-4.35004065e-01
1.16200000e+01	-5.80856722e-01	-4.23279414e-01
1.16300000e+01	-5.89485828e-01	-4.11374242e-01
1.16400000e+01	-5.97855604e-01	-3.99294166e-01
1.16500000e+01	-6.05962188e-01	-3.87044917e-01
1.16600000e+01	-6.13801866e-01	-3.74632339e-01
1.16700000e+01	-6.21371069e-01	-3.62062385e-01
1.16800000e+01	-6.28666382e-01	-3.49341106e-01
1.16900000e+01	-6.35684541e-01	-3.36474657e-01
1.17000000e+01	-6.42422447e-01	-3.23469280e-01
1.17100000e+01	-6.48877161e-01	-3.10331309e-01
1.17200000e+01	-6.55045914e-01	-2.97067160e-01
1.17300000e+01	-6.60926104e-01	-2.83683324e-01
1.17400000e+01	-6.66515305e-01	-2.70186365e-01
1.17500000e+01	-6.71811265e-01	-2.56582911e-01
1.17600000e+01	-6.76811910e-01	-2.42879649e-01
1.17700000e+01	-6.81515349e-01	-2.29083319e-01
1.17800000e+01	-6.85919872e-01	-2.15200708e-01
1.17900000e+01	-6.90023951e-01	-2.01238643e-01
1.18000000e+01	-6.93826246e-01	-1.87203985e-01
1.18100000e+01	-6.97325600e-01	-1.73103624e-01
1.18200000e+01	-7.00521046e-01	-1.58944469e-01
1.18300000e+01	-7.03411802e-01	-1.44733444e-01
1.18400000e+01	-7.05997273e-01	-1.30477481e-01
1.18500000e+01	-7.08277053e-01	-1.16183514e-01
1.18600000e+01	-7.10250921e-01	-1.01858472e-01
1.18700000e+01	-7.11918838e-01	-8.75092726e-02
1.18800000e+01	-7.13280956e-01	-7.31428153e-02
1.18900000e+01	-7.14337605e-01	-5.87659759e-02
1.19000000e+01	-7.15089298e-01	-4.43856018e-02
1.19100000e+01	-7.15536727e-01	-3.00085029e-02
1.19200000e+01	-7.15680762e-01	-1.56414465e-02
1.19300000e+01	-7.15522446e-01	-1.29115396e-03
1.19400000e+01	-7.15062994e-01	1.30357069e-02
1.19500000e+01	-7.14303793e-01	2.73325276e-02
1.19600000e+01	-7.13246393e-01	4.15927627e-02
1.19700000e+01	-7.11892508e-01	5.58099364e-02
1.19800000e+01	-7.10244009e-01	6.99776458e-02
1.19900000e+01	-7.08302926e-01	8.40895689e-02
1.20000000e+01	-7.06071438e-01	9.81394638e-02
1.20100000e+01	-7.03551871e-01	1.12121177e-01
1.20200000e+01	-7.00746697e-01	1.26028645e-01
1.20300000e+01	-6.97658525e-01	1.39855903e-01
1.20400000e+01	-6.94290099e-01	1.53597080e-01
1.20500000e+01	-6.90644293e-01	1.67246410e-01
1.20600000e+01	-6.86724109e-01	1.80798232e-01
1.20700000e+01	-6.82532667e-01	1.94246990e-01
1.20800000e+01	-6.78073205e-01	2.07587243e-01
1.20900000e+01	-6.73349072e-01	2.20813660e-01
1.21000000e+01	-6.68363725e-01	2.33921025e-01
1.21100000e+01	-6.63120722e-01	2.46904242e-01
1.21200000e+01	-6.57623719e-01	2.59758329e-01
1.21300000e+01	-6.51876464e-01	2.72478430e-01
1.21400000e+01	-6.45882792e-01	2.85059806e-01
1.21500000e+01	-6.39646625e-01	2.97497843e-01
1.21600000e+01	-6.33171958e-01	3.09788050e-01
1.21700000e+01	-6.26462865e-01	3.21926060e-01
1.21800000e+01	-6.19523484e-01	3.33907630e-01
1.21900000e+01	-6.12358022e-01	3.45728645e-01
1.22000000e+01	-6.04970745e-01	3.57385111e-01
1.22100000e+01	-5.97365974e-01	3.68873162e-01
1.22200000e+01	-5.89548082e-01	3.80189054e-01
1.22300000e+01	-5.81521490e-01	3.91329171e-01
1.22400000e+01	-5.73290663e-01	4.02290017e-01
1.22500000e+01	-5.64860104e-01	4.13068222e-01
1.22600000e+01	-5.56234353e-01	4.23660537e-01
1.22700000e+01	-5.47417981e-01	4.34063835e-01
1.22800000e+01	-5.38415587e-01	4.44275107e-01
1.22900000e+01	-5.29231798e-01	4.54291467e-01
1.23000000e+01	-5.19871258e-01	4.64110143e-01
1.23100000e+01	-5.10338632e-01	4.73728483e-01
1.23200000e+01	-5.00638599e-01	4.83143947e-01
1.23300000e+01	-4.90775852e-01	4.92354110e-01
1.23400000e+01	-4.80755091e-01	5.01356660e-01
1.23500000e+01	-4.70581025e-01	5.10149392e-01
1.23600000e+01	-4.60258365e-01	5.18730213e-01
1.23700000e+01	-4.49791824e-01	5.27097136e-01
1.23800000e+01	-4.39186116e-01	5.35248278e-01
1.23900000e+01	-4.28445949e-01	5.43181861e-01
1.24000000e+01	-4.17576030e-01	5.50896206e-01
1.24100000e+01	-4.06581054e-01	5.58389737e-01
1.24200000e+01	-3.95465713e-01	5.65660974e-01
1.24300000e+01	-3.84234684e-01	5.72708532e-01
1.24400000e+01	-3.72892632e-01	5.79531123e-01
1.24500000e+01	-3.61444210e-01	5.86127549e-01
1.24600000e+01	-3.49894057e-01	5.92496703e-01
1.24700000e+01	-3.38246793e-01	5.98637569e-01
1.24800000e+01	-3.26507021e-01	6.04549213e-01
1.24900000e+01	-3.14679327e-01	6.10230792e-01
1.25000000e+01	-3.02768275e-01	6.15681543e-01
1.25100000e+01	-2.90778410e-01	6.20900785e-01
1.25200000e+01	-2.78714253e-01	6.25887917e-01
1.25300000e+01	-2.66580306e-01	6.30642419e-01
1.25400000e+01	-2.54381047e-01	6.35163844e-01
1.25500000e+01	-2.42120928e-01	6.39451824e-01
1.25600000e+01	-2.29804380e-01	6.43506063e-01
1.25700000e+01	-2.17435806e-01	6.47326338e-01
1.25800000e+01	-2.05019588e-01	6.50912496e-01
1.25900000e+01	-1.92560077e-01	6.54264456e-01
1.26000000e+01	-1.80061603e-01	6.57382203e-01
1.26100000e+01	-1.67528468e-01	6.60265792e-01
1.26200000e+01	-1.54964945e-01	6.62915341e-01
1.26300000e+01	-1.42375283e-01	6.65331034e-01
1.26400000e+01	-1.29763703e-01	6.67513120e-01
1.26500000e+01	-1.17134399e-01	6.69461909e-01
1.26600000e+01	-1.04491536e-01	6.71177775e-01
1.26700000e+01	-9.18392549e-02	6.72661150e-01
1.26800000e+01	-7.91816650e-02	6.73912527e-01
1.26900000e+01	-6.65228502e-02	6.74932460e-01
1.27000000e+01	-5.38668650e-02	6.75721559e-01
1.27100000e+01	-4.12177373e-02	6.76280492e-01
1.27200000e+01	-2.85794654e-02	6.76609985e-01
1.27300000e+01	-1.59560202e-02	6.76710819e-01
1.27400000e+01	-3.35134399e-03	6.76583831e-01
1.27500000e+01	9.23064951e-03	6.76229914e-01
1.27600000e+01	2.17860750e-02	6.75650013e-01
1.27700000e+01	3.43110762e-02	6.74845130e-01
1.27800000e+01	4.68018256e-02	6.73816319e-01
1.27900000e+01	5.92545245e-02	6.72564688e-01
1.28000000e+01	7.16654036e-02	6.71091395e-01
1.28100000e+01	8.40307232e-02	6.69397654e-01
1.28200000e+01	9.63467725e-02	6.67484729e-01
1.28300000e+01	1.08609871e-01	6.65353937e-01
1.28400000e+01	1.20816368e-01	6.63006643e-01
1.28500000e+01	1.32962644e-01	6.60444268e-01
1.28600000e+01	1.45045108e-01	6.57668281e-01
1.28700000e+01	1.57060202e-01	6.54680201e-01
1.28800000e+01	1.69004399e-01	6.51481600e-01
1.28900000e+01	1.80874202e-01	6.48074096e-01
1.29000000e+01	1.92666147e-01	6.44459363e-01
1.29100000e+01	2.04376802e-01	6.40639118e-01
1.29200000e+01	2.16002769e-01	6.36615133e-01
1.29300000e+01	2.27540682e-01	6.32389225e-01
1.29400000e+01	2.38987210e-01	6.27963264e-01
1.29500000e+01	2.50339053e-01	6.23339167e-01
1.29600000e+01	2.61592951e-01	6.18518900e-01
1.29700000e+01	2.72745674e-01	6.13504477e-01
1.29800000e+01	2.83794032e-01	6.08297961e-01
1.29900000e+01	2.94734870e-01	6.02901463e-01
1.30000000e+01	3.05565070e-01	5.97317141e-01
1.30100000e+01	3.16281550e-01	5.91547203e-01
1.30200000e+01	3.26881271e-01	5.85593901e-01
1.30300000e+01	3.37361229e-01	5.79459537e-01
1.30400000e+01	3.47718462e-01	5.73146458e-01
1.30500000e+01	3.57950048e-01	5.66657058e-01
1.30600000e+01	3.68053107e-01	5.59993778e-01
1.30700000e+01	3.78024800e-01	5.53159104e-01
1.30800000e+01	3.87862332e-01	5.46155566e-01
1.30900000e+01	3.97562951e-01	5.38985741e-01
1.31000000e+01	4.07123949e-01	5.31652252e-01
1.31100000e+01	4.16542665e-01	5.24157761e-01
1.31200000e+01	4.25816484e-01	5.16504979e-01
1.31300000e+01	4.34942835e-01	5.08696657e-01
1.31400000e+01	4.43919198e-01	5.00735591e-01
1.31500000e+01	4.52743102e-01	4.92624615e-01
1.31600000e+01	4.61412124e-01	4.84366610e-01
1.31700000e+01	4.69923890e-01	4.75964493e-01
1.31800000e+01	4.78276081e-01	4.67421222e-01
1.31900000e+01	4.86466427e-01	4.58739799e-01
1.32000000e+01	4.94492713e-01	4.49923258e-01
1.32100000e+01	5.02352776e-01	4.40974677e-01
1.32200000e+01	5.10044508e-01	4.31897168e-01
1.32300000e+01	5.17565859e-01	4.22693879e-01
1.32400000e+01	5.24914832e-01	4.13367996e-01
1.32500000e+01	5.32089490e-01	4.03922737e-01
1.32600000e+01	5.39087952e-01	3.94361357e-01
1.32700000e+01	5.45908396e-01	3.84687141e-01
1.32800000e+01	5.52549061e-01	3.74903408e-01
1.32900000e+01	5.59008245e-01	3.65013507e-01
1.33000000e+01	5.65284308e-01	3.55020816e-01
1.33100000e+01	5.71375671e-01	3.44928744e-01
1.33200000e+01	5.77280819e-01	3.34740726e-01
1.33300000e+01	5.82998299e-01	3.24460224e-01
1.33400000e+01	5.88526723e-01	3.14090726e-01
1.33500000e+01	5.93864766e-01	3.03635744e-01
1.33600000e+01	5.99011171e-01	2.93098813e-01
1.33700000e+01	6.03964744e-01	2.82483490e-01
1.33800000e+01	6.08724360e-01	2.71793353e-01
1.33900000e+01	6.13288960e-01	2.61031999e-01
1.34000000e+01	6.17657552e-01	2.50203042e-01
1.34100000e+01	6.21829212e-01	2.39310116e-01
1.34200000e+01	6.25803087e-01	2.28356866e-01
1.34300000e+01	6.29578392e-01	2.17346954e-01
1.34400000e+01	6.33154409e-01	2.06284054e-01
1.34500000e+01	6.36530492e-01	1.95171850e-01
1.34600000e+01	6.39706066e-01	1.84014039e-01
1.34700000e+01	6.42680624e-01	1.72814322e-01
1.34800000e+01	6.45453732e-01	1.61576410e-01
1.34900000e+01	6.48025026e-01	1.50304017e-01
1.35000000e+01	6.50394213e-01	1.39000865e-01
1.35100000e+01	6.52561073e-01	1.27670673e-01
1.35200000e+01	6.54525454e-01	1.16317165e-01
1.35300000e+01	6.56287280e-01	1.04944062e-01
1.35400000e+01	6.57846543e-01	9.35550852e-02
1.35500000e+01	6.59203309e-01	8.21539492e-02
1.35600000e+01	6.60357715e-01	7.07443655e-02
1.35700000e+01	6.61309969e-01	5.93300376e-02
1.35800000e+01	6.62060351e-01	4.79146611e-02
1.35900000e+01	6.62609212e-01	3.65019217e-02
1.36000000e+01	6.62956975e-01	2.50954933e-02
1.36100000e+01	6.63104133e-01	1.36990373e-02
1.36200000e+01	6.63051250e-01	2.31619935e-03
1.36300000e+01	6.62798960e-01	-9.04939002e-03
1.36400000e+01	6.62347967e-01	-2.03941186e-02
1.36500000e+01	6.61699046e-01	-3.17143937e-02
1.36600000e+01	6.60853040e-01	-4.30066431e-02
1.36700000e+01	6.59810860e-01	-5.42673170e-02
1.36800000e+01	6.58573487e-01	-6.54928896e-02
1.36900000e+01	6.57141967e-01	-7.66798611e-02
1.37000000e+01	6.55517416e-01	-8.78247582e-02
1.37100000e+01	6.53701014e-01	-9.89241359e-02
1.37200000e+01	6.51694009e-01	-1.09974579e-01
1.37300000e+01	6.49497711e-01	-1.20972706e-01
1.37400000e+01	6.47113497e-01	-1.31915165e-01
1.37500000e+01	6.44542806e-01	-1.42798640e-01
1.37600000e+01	6.41787140e-01	-1.53619851e-01
1.37700000e+01	6.38848063e-01	-1.64375555e-01
1.37800000e+01	6.35727198e-01	-1.75062547e-01
1.37900000e+01	6.32426231e-01	-1.85677663e-01
1.38000000e+01	6.28946904e-01	-1.96217779e-01
1.38100000e+01	6.25291019e-01	-2.06679814e-01
1.38200000e+01	6.21460433e-01	-2.17060731e-01
1.38300000e+01	6.17457060e-01	-2.27357538e-01
1.38400000e+01	6.13282867e-01	-2.37567289e-01
1.38500000e+01	6.08939877e-01	-2.47687085e-01
1.38600000e+01	6.04430162e-01	-2.57714076e-01
1.38700000e+01	5.99755847e-01	-2.67645463e-01
1.38800000e+01	5.94919107e-01	-2.77478497e-01
1.38900000e+01	5.89922164e-01	-2.87210479e-01
1.39000000e+01	5.84767288e-01	-2.96838765e-01
1.39100000e+01	5.79456796e-01	-3.06360765e-01
1.39200000e+01	5.73993046e-01	-3.15773943e-01
1.39300000e+01	5.68378443e-01	-3.25075818e-01
1.39400000e+01	5.62615430e-01	-3.34263968e-01
1.39500000e+01	5.56706494e-01	-3.43336026e-01
1.39600000e+01	5.50654157e-01	-3.52289685e-01
1.39700000e+01	5.44460980e-01	-3.61122696e-01
1.39800000e+01	5.38129560e-01	-3.69832870e-01
1.39900000e+01	5.31662529e-01	-3.78418078e-01
1.40000000e+01	5.25062549e-01	-3.86876253e-01
1.40100000e+01	5.18332315e-01	-3.95205387e-01
1.40200000e+01	5.11474552e-01	-4.03403538e-01
1.40300000e+01	5.04492012e-01	-4.11468823e-01
1.40400000e+01	4.97387474e-01	-4.19399425e-01
1.40500000e+01	4.90163741e-01	-4.27193589e-01
1.40600000e+01	4.82823641e-01	-4.34849622e-01
1.40700000e+01	4.75370023e-01	-4.42365898e-01
1.40800000e+01	4.67805754e-01	-4.49740853e-01
1.40900000e+01	4.60133723e-01	-4.56972990e-01
1.41000000e+01	4.52356833e-01	-4.64060874e-01
1.41100000e+01	4.44478003e-01	-4.71003136e-01
1.41200000e+01	4.36500167e-01	-4.77798473e-01
1.41300000e+01	4.28426269e-01	-4.84445645e-01
1.41400000e+01	4.20259264e-01	-4.90943478e-01
1.41500000e+01	4.12002118e-01	-4.97290863e-01
1.41600000e+01	4.03657802e-01	-5.03486754e-01
1.41700000e+01	3.95229293e-01	-5.09530172e-01
1.41800000e+01	3.86719572e-01	-5.15420200e-01
1.41900000e+01	3.78131623e-01	-5.21155987e-01
1.42000000e+01	3.69468431e-01	-5.26736745e-01
1.42100000e+01	3.60732982e-01	-5.32161749e-01
1.42200000e+01	3.51928257e-01	-5.37430338e-01
1.42300000e+01	3.43057236e-01	-5.42541913e-01
1.42400000e+01	3.34122893e-01	-5.47495936e-01
1.42500000e+01	3.25128197e-01	-5.52291934e-01
1.42600000e+01	3.16076107e-01	-5.56929493e-01
1.42700000e+01	3.06969574e-01	-5.61408258e-01
1.42800000e+01	2.97811540e-01	-5.65727938e-01
1.42900000e+01	2.88604933e-01	-5.69888298e-01
1.43000000e+01	2.79352669e-01	-5.73889163e-01
1.43100000e+01	2.70057648e-01	-5.77730415e-01
1.43200000e+01	2.60722758e-01	-5.81411994e-01
1.43300000e+01	2.51350865e-01	-5.84933896e-01
1.43400000e+01	2.41944821e-01	-5.88296174e-01
1.43500000e+01	2.32507458e-01	-5.91498933e-01
1.43600000e+01	2.23041586e-01	-5.94542334e-01
1.43700000e+01	2.13549993e-01	-5.97426590e-01
1.43800000e+01	2.04035448e-01	-6.00151965e-01
1.43900000e+01	1.94500693e-01	-6.02718778e-01
1.44000000e+01	1.84948447e-01	-6.05127392e-01
1.44100000e+01	1.75381404e-01	-6.07378225e-01
1.44200000e+01	1.65802229e-01	-6.09471740e-01
1.44300000e+01	1.56213563e-01	-6.11408447e-01
1.44400000e+01	1.46618017e-01	-6.13188902e-01
1.44500000e+01	1.37018174e-01	-6.14813708e-01
1.44600000e+01	1.27416585e-01	-6.16283509e-01
1.44700000e+01	1.17815775e-01	-6.17598995e-01
1.44800000e+01	1.08218233e-01	-6.18760895e-01
1.44900000e+01	9.86264182e-02	-6.19769978e-01
1.45000000e+01	8.90427594e-02	-6.20627056e-01
1.45100000e+01	7.94696496e-02	-6.21332976e-01
1.45200000e+01	6.99094500e-02	-6.21888624e-01
1.45300000e+01	6.03644872e-02	-6.22294921e-01
1.45400000e+01	5.08370535e-02	-6.22552824e-01
1.45500000e+01	4.13294065e-02	-6.22663322e-01
1.45600000e+01	3.18437686e-02	-6.22627440e-01
1.45700000e+01	2.23823266e-02	-6.22446230e-01
1.45800000e+01	1.29472312e-02	-6.22120778e-01
1.45900000e+01	3.54059727e-03	-6.21652197e-01
1.46000000e+01	-5.83549699e-03	-6.21041631e-01
1.46100000e+01	-1.51790091e-02	-6.20290246e-01
1.46200000e+01	-2.44879339e-02	-6.19399240e-01
1.46300000e+01	-3.37603033e-02	-6.18369831e-01
1.46400000e+01	-4.29941862e-02	-6.17203262e-01
1.46500000e+01	-5.21876874e-02	-6.15900800e-01
1.46600000e+01	-6.13389498e-02	-6.14463733e-01
1.46700000e+01	-7.04461532e-02	-6.12893367e-01
1.46800000e+01	-7.95075139e-02	-6.11191031e-01
1.46900000e+01	-8.85212854e-02	-6.09358071e-01
1.47000000e+01	-9.74857581e-02	-6.07395849e-01
1.47100000e+01	-1.06399259e-01	-6.05305744e-01
1.47200000e+01	-1.15260152e-01	-6.03089153e-01
1.47300000e+01	-1.24066837e-01	-6.00747483e-01
1.47400000e+01	-1.32817749e-01	-5.98282158e-01
1.47500000e+01	-1.41511362e-01	-5.95694614e-01
1.47600000e+01	-1.50146183e-01	-5.92986296e-01
1.47700000e+01	-1.58720755e-01	-5.90158664e-01
1.47800000e+01	-1.67233657e-01	-5.87213183e-01
1.47900000e+01	-1.75683502e-01	-5.84151332e-01
1.48000000e+01	-1.84068938e-01	-5.80974594e-01
1.48100000e+01	-1.92388647e-01	-5.77684461e-01
1.48200000e+01	-2.00641345e-01	-5.74282434e-01
1.48300000e+01	-2.08825781e-01	-5.70770015e-01
1.48400000e+01	-2.16940737e-01	-5.67148715e-01
1.48500000e+01	-2.24985028e-01	-5.63420048e-01
1.48600000e+01	-2.32957501e-01	-5.59585532e-01
1.48700000e+01	-2.40857035e-01	-5.55646688e-01
1.48800000e+01	-2.48682540e-01	-5.51605040e-01
1.48900000e+01	-2.56432956e-01	-5.47462111e-01
1.49000000e+01	-2.64107254e-01	-5.43219429e-01
1.49100000e+01	-2.71704436e-01	-5.38878521e-01
1.49200000e+01	-2.79223531e-01	-5.34440913e-01
1.49300000e+01	-2.86663600e-01	-5.29908133e-01
1.49400000e+01	-2.94023728e-01	-5.25281705e-01
1.49500000e+01	-3.01303033e-01	-5.20563155e-01
1.49600000e+01	-3.08500656e-01	-5.15754005e-01
1.49700000e+01	-3.15615766e-01	-5.10855775e-01
1.49800000e+01	-3.22647560e-01	-5.05869983e-01
1.49900000e+01	-3.29595258e-01	-5.00798143e-01
1.50000000e+01	-3.36458108e-01	-4.95641766e-01
1.50100000e+01	-3.43235380e-01	-4.90402359e-01
1.50200000e+01	-3.49926371e-01	-4.85081426e-01
1.50300000e+01	-3.56530400e-01	-4.79680466e-01
1.50400000e+01	-3.63046808e-01	-4.74200972e-01
1.50500000e+01	-3.69474961e-01	-4.68644435e-01
1.50600000e+01	-3.75814246e-01	-4.63012339e-01
1.50700000e+01	-3.82064071e-01	-4.57306163e-01
1.50800000e+01	-3.88223866e-01	-4.51527380e-01
1.50900000e+01	-3.94293082e-01	-4.45677458e-01
1.51000000e+01	-4.00271188e-01	-4.39757860e-01
1.51100000e+01	-4.06157676e-01	-4.33770042e-01
1.51200000e+01	-4.11952053e-01	-4.27715455e-01
1.51300000e+01	-4.17653848e-01	-4.21595541e-01
1.51400000e+01	-4.23262606e-01	-4.15411741e-01
1.51500000e+01	-4.28777892e-01	-4.09165485e-01
1.51600000e+01	-4.34199286e-01	-4.02858198e-01
1.51700000e+01	-4.39526386e-01	-3.96491301e-01
1.51800000e+01	-4.44758806e-01	-3.90066206e-01
1.51900000e+01	-4.49896177e-01	-3.83584319e-01
1.52000000e+01	-4.54938145e-01	-3.77047042e-01
1.52100000e+01	-4.59884370e-01	-3.70455768e-01
1.52200000e+01	-4.64734529e-01	-3.63811886e-01
1.52300000e+01	-4.69488313e-01	-3.57116777e-01
1.52400000e+01	-4.74145425e-01	-3.50371818e-01
1.52500000e+01	-4.78705584e-01	-3.43578377e-01
1.52600000e+01	-4.83168523e-01	-3.36737820e-01
1.52700000e+01	-4.87533986e-01	-3.29851504e-01
1.52800000e+01	-4.91801731e-01	-3.22920782e-01
1.52900000e+01	-4.95971528e-01	-3.15947001e-01
1.53000000e+01	-5.00043162e-01	-3.08931503e-01
1.53100000e+01	-5.04016425e-01	-3.01875625e-01
1.53200000e+01	-5.07891126e-01	-2.94780697e-01
1.53300000e+01	-5.11667081e-01	-2.87648046e-01
1.53400000e+01	-5.15344122e-01	-2.80478993e-01
1.53500000e+01	-5.18922088e-01	-2.73274855e-01
1.53600000e+01	-5.22400832e-01	-2.66036945e-01
1.53700000e+01	-5.25780216e-01	-2.58766571e-01
1.53800000e+01	-5.29060114e-01	-2.51465036e-01
1.53900000e+01	-5.32240409e-01	-2.44133640e-01
1.54000000e+01	-5.35320995e-01	-2.36773680e-01
1.54100000e+01	-5.38301778e-01	-2.29386448e-01
1.54200000e+01	-5.41182672e-01	-2.21973233e-01
1.54300000e+01	-5.43963602e-01	-2.14535320e-01
1.54400000e+01	-5.46644503e-01	-2.07073993e-01
1.54500000e+01	-5.49225321e-01	-1.99590532e-01
1.54600000e+01	-5.51706009e-01	-1.92086212e-01
1.54700000e+01	-5.54086535e-01	-1.84562309e-01
1.54800000e+01	-5.56366872e-01	-1.77020095e-01
1.54900000e+01	-5.58547006e-01	-1.69460839e-01
1.55000000e+01	-5.60626931e-01	-1.61885808e-01
1.55100000e+01	-5.62606654e-01	-1.54296270e-01
1.55200000e+01	-5.64486189e-01	-1.46693486e-01
1.55300000e+01	-5.66265562e-01	-1.39078721e-01
1.55400000e+01	-5.67944809e-01	-1.31453233e-01
1.55500000e+01	-5.69523974e-01	-1.23818283e-01
1.55600000e+01	-5.71003117e-01	-1.16175128e-01
1.55700000e+01	-5.72382302e-01	-1.08525026e-01
1.55800000e+01	-5.73661607e-01	-1.00869231e-01
1.55900000e+01	-5.74841122e-01	-9.32089993e-02
1.56000000e+01	-5.75920946e-01	-8.55455837e-02
1.56100000e+01	-5.76901189e-01	-7.78802377e-02
1.56200000e+01	-5.77781972e-01	-7.02142134e-02
1.56300000e+01	-5.78563429e-01	-6.25487623e-02
1.56400000e+01	-5.79245705e-01	-5.48851350e-02
1.56500000e+01	-5.79828957e-01	-4.72245819e-02
1.56600000e+01	-5.80313351e-01	-3.95683525e-02
1.56700000e+01	-5.80699071e-01	-3.19176956e-02
1.56800000e+01	-5.80986308e-01	-2.42738594e-02
1.56900000e+01	-5.81175268e-01	-1.66380916e-02
1.57000000e+01	-5.81266169e-01	-9.01163889e-03
1.57100000e+01	-5.81259244e-01	-1.39574741e-03
1.57200000e+01	-5.81154737e-01	6.20833746e-03
1.57300000e+01	-5.80952905e-01	1.37993715e-02
1.57400000e+01	-5.80654021e-01	2.13761113e-02
1.57500000e+01	-5.80258371e-01	2.89373145e-02
1.57600000e+01	-5.79766255e-01	3.64817404e-02
1.57700000e+01	-5.79177987e-01	4.40081491e-02
1.57800000e+01	-5.78493896e-01	5.15153025e-02
1.57900000e+01	-5.77714326e-01	5.90019644e-02
1.58000000e+01	-5.76839635e-01	6.64668998e-02
1.58100000e+01	-5.75870199e-01	7.39088764e-02
1.58200000e+01	-5.74806408e-01	8.13266640e-02
1.58300000e+01	-5.73648665e-01	8.87190350e-02
1.58400000e+01	-5.72397394e-01	9.60847640e-02
1.58500000e+01	-5.71053032e-01	1.03422629e-01
1.58600000e+01	-5.69616033e-01	1.10731412e-01
1.58700000e+01	-5.68086867e-01	1.18009898e-01
1.58800000e+01	-5.66466022e-01	1.25256874e-01
1.58900000e+01	-5.64754002e-01	1.32471135e-01
1.59000000e+01	-5.62951329e-01	1.39651476e-01
1.59100000e+01	-5.61058542e-01	1.46796701e-01
1.59200000e+01	-5.59076196e-01	1.53905616e-01
1.59300000e+01	-5.57004866e-01	1.60977035e-01
1.59400000e+01	-5.54845143e-01	1.68009776e-01
1.59500000e+01	-5.52597636e-01	1.75002664e-01
1.59600000e+01	-5.50262973e-01	1.81954531e-01
1.59700000e+01	-5.47841798e-01	1.88864216e-01
1.59800000e+01	-5.45334776e-01	1.95730566e-01
1.59900000e+01	-5.42742587e-01	2.02552433e-01
1.60000000e+01	-5.40065931e-01	2.09328682e-01
1.60100000e+01	-5.37305527e-01	2.16058183e-01
1.60200000e+01	-5.34462111e-01	2.22739818e-01
1.60300000e+01	-5.31536437e-01	2.29372477e-01
1.60400000e+01	-5.28529277e-01	2.35955060e-01
1.60500000e+01	-5.25441424e-01	2.42486479e-01
1.60600000e+01	-5.22273686e-01	2.48965657e-01
1.60700000e+01	-5.19026890e-01	2.55391527e-01
1.60800000e+01	-5.15701883e-01	2.61763035e-01
1.60900000e+01	-5.12299527e-01	2.68079141e-01
1.61000000e+01	-5.08820704e-01	2.74338817e-01
1.61100000e+01	-5.05266313e-01	2.80541047e-01
1.61200000e+01	-5.01637269e-01	2.86684832e-01
1.61300000e+01	-4.97934508e-01	2.92769185e-01
1.61400000e+01	-4.94158979e-01	2.98793137e-01
1.61500000e+01	-4.90311650e-01	3.04755730e-01
1.61600000e+01	-4.86393507e-01	3.10656026e-01
1.61700000e+01	-4.82405550e-01	3.16493101e-01
1.61800000e+01	-4.78348798e-01	3.22266051e-01
