%time(s) 	 x-pos 	 y-pos 
2.62500000e+01	-2.44550431e-01	2.10947892e-01
2.62600000e+01	-2.43498065e-01	2.11952728e-01
2.62700000e+01	-2.42440700e-01	2.12953911e-01
2.62800000e+01	-2.41378353e-01	2.13951437e-01
2.62900000e+01	-2.40311041e-01	2.14945302e-01
2.63000000e+01	-2.39238778e-01	2.15935503e-01
2.63100000e+01	-2.38161582e-01	2.16922038e-01
2.63200000e+01	-2.37079467e-01	2.17904902e-01
2.63300000e+01	-2.35992450e-01	2.18884094e-01
2.63400000e+01	-2.34900546e-01	2.19859611e-01
2.63500000e+01	-2.33803771e-01	2.20831449e-01
2.63600000e+01	-2.32702139e-01	2.21799608e-01
2.63700000e+01	-2.31595666e-01	2.22764085e-01
2.63800000e+01	-2.30484366e-01	2.23724878e-01
2.63900000e+01	-2.29368254e-01	2.24681985e-01
2.64000000e+01	-2.28247345e-01	2.25635405e-01
2.64100000e+01	-2.27121653e-01	2.26585136e-01
2.64200000e+01	-2.25991192e-01	2.27531176e-01
2.64300000e+01	-2.24855975e-01	2.28473525e-01
2.64400000e+01	-2.23716018e-01	2.29412181e-01
2.64500000e+01	-2.22571332e-01	2.30347143e-01
2.64600000e+01	-2.21421932e-01	2.31278411e-01
2.64700000e+01	-2.20267831e-01	2.32205983e-01
2.64800000e+01	-2.19109042e-01	2.33129859e-01
2.64900000e+01	-2.17945576e-01	2.34050039e-01
2.65000000e+01	-2.16777448e-01	2.34966521e-01
2.65100000e+01	-2.15604669e-01	2.35879306e-01
2.65200000e+01	-2.14427251e-01	2.36788394e-01
2.65300000e+01	-2.13245206e-01	2.37693784e-01
2.65400000e+01	-2.12058546e-01	2.38595475e-01
2.65500000e+01	-2.10867282e-01	2.39493469e-01
2.65600000e+01	-2.09671425e-01	2.40387765e-01
2.65700000e+01	-2.08470987e-01	2.41278364e-01
2.65800000e+01	-2.07265978e-01	2.42165265e-01
2.65900000e+01	-2.06056408e-01	2.43048469e-01
2.66000000e+01	-2.04842288e-01	2.43927976e-01
2.66100000e+01	-2.03623628e-01	2.44803786e-01
2.66200000e+01	-2.02400438e-01	2.45675901e-01
2.66300000e+01	-2.01172726e-01	2.46544320e-01
2.66400000e+01	-1.99940504e-01	2.47409044e-01
2.66500000e+01	-1.98703778e-01	2.48270073e-01
2.66600000e+01	-1.97462559e-01	2.49127409e-01
2.66700000e+01	-1.96216855e-01	2.49981051e-01
2.66800000e+01	-1.94966673e-01	2.50831000e-01
2.66900000e+01	-1.93712023e-01	2.51677258e-01
2.67000000e+01	-1.92452911e-01	2.52519823e-01
2.67100000e+01	-1.91189346e-01	2.53358698e-01
2.67200000e+01	-1.89921334e-01	2.54193882e-01
2.67300000e+01	-1.88648883e-01	2.55025377e-01
2.67400000e+01	-1.87371999e-01	2.55853183e-01
2.67500000e+01	-1.86090688e-01	2.56677299e-01
2.67600000e+01	-1.84804958e-01	2.57497728e-01
2.67700000e+01	-1.83514813e-01	2.58314469e-01
2.67800000e+01	-1.82220259e-01	2.59127523e-01
2.67900000e+01	-1.80921302e-01	2.59936890e-01
2.68000000e+01	-1.79617947e-01	2.60742571e-01
2.68100000e+01	-1.78310198e-01	2.61544565e-01
2.68200000e+01	-1.76998060e-01	2.62342874e-01
2.68300000e+01	-1.75681538e-01	2.63137497e-01
2.68400000e+01	-1.74360634e-01	2.63928433e-01
2.68500000e+01	-1.73035354e-01	2.64715685e-01
2.68600000e+01	-1.71705700e-01	2.65499250e-01
2.68700000e+01	-1.70371675e-01	2.66279129e-01
2.68800000e+01	-1.69033282e-01	2.67055322e-01
2.68900000e+01	-1.67690525e-01	2.67827828e-01
2.69000000e+01	-1.66343404e-01	2.68596646e-01
2.69100000e+01	-1.64991922e-01	2.69361777e-01
2.69200000e+01	-1.63636081e-01	2.70123219e-01
2.69300000e+01	-1.62275881e-01	2.70880971e-01
2.69400000e+01	-1.60911325e-01	2.71635032e-01
2.69500000e+01	-1.59542413e-01	2.72385401e-01
2.69600000e+01	-1.58169146e-01	2.73132078e-01
2.69700000e+01	-1.56791523e-01	2.73875059e-01
2.69800000e+01	-1.55409545e-01	2.74614344e-01
2.69900000e+01	-1.54023211e-01	2.75349930e-01
2.70000000e+01	-1.52632521e-01	2.76081816e-01
2.70100000e+01	-1.51237474e-01	2.76810000e-01
2.70200000e+01	-1.49838069e-01	2.77534478e-01
2.70300000e+01	-1.48434303e-01	2.78255249e-01
2.70400000e+01	-1.47026177e-01	2.78972309e-01
2.70500000e+01	-1.45613686e-01	2.79685655e-01
2.70600000e+01	-1.44196830e-01	2.80395285e-01
2.70700000e+01	-1.42775605e-01	2.81101194e-01
2.70800000e+01	-1.41350008e-01	2.81803380e-01
2.70900000e+01	-1.39920037e-01	2.82501837e-01
2.71000000e+01	-1.38485687e-01	2.83196562e-01
2.71100000e+01	-1.37046956e-01	2.83887550e-01
2.71200000e+01	-1.35603838e-01	2.84574796e-01
2.71300000e+01	-1.34156330e-01	2.85258296e-01
2.71400000e+01	-1.32704428e-01	2.85938044e-01
2.71500000e+01	-1.31248125e-01	2.86614034e-01
2.71600000e+01	-1.29787417e-01	2.87286261e-01
2.71700000e+01	-1.28322299e-01	2.87954718e-01
2.71800000e+01	-1.26852765e-01	2.88619399e-01
2.71900000e+01	-1.25378809e-01	2.89280297e-01
2.72000000e+01	-1.23900424e-01	2.89937405e-01
2.72100000e+01	-1.22417604e-01	2.90590715e-01
2.72200000e+01	-1.20930343e-01	2.91240220e-01
2.72300000e+01	-1.19438633e-01	2.91885910e-01
2.72400000e+01	-1.17942466e-01	2.92527779e-01
2.72500000e+01	-1.16441837e-01	2.93165816e-01
2.72600000e+01	-1.14936735e-01	2.93800013e-01
2.72700000e+01	-1.13427154e-01	2.94430360e-01
2.72800000e+01	-1.11913085e-01	2.95056846e-01
2.72900000e+01	-1.10394520e-01	2.95679462e-01
2.73000000e+01	-1.08871449e-01	2.96298196e-01
2.73100000e+01	-1.07343864e-01	2.96913038e-01
2.73200000e+01	-1.05811754e-01	2.97523974e-01
2.73300000e+01	-1.04275112e-01	2.98130995e-01
2.73400000e+01	-1.02733926e-01	2.98734085e-01
2.73500000e+01	-1.01188187e-01	2.99333234e-01
2.73600000e+01	-9.96378842e-02	2.99928427e-01
2.73700000e+01	-9.80830074e-02	3.00519650e-01
2.73800000e+01	-9.65235458e-02	3.01106890e-01
2.73900000e+01	-9.49594885e-02	3.01690130e-01
2.74000000e+01	-9.33908242e-02	3.02269356e-01
2.74100000e+01	-9.18175416e-02	3.02844552e-01
2.74200000e+01	-9.02396291e-02	3.03415701e-01
2.74300000e+01	-8.86570748e-02	3.03982787e-01
2.74400000e+01	-8.70698669e-02	3.04545791e-01
2.74500000e+01	-8.54779931e-02	3.05104697e-01
2.74600000e+01	-8.38814410e-02	3.05659486e-01
2.74700000e+01	-8.22801981e-02	3.06210138e-01
2.74800000e+01	-8.06742516e-02	3.06756635e-01
2.74900000e+01	-7.90635886e-02	3.07298955e-01
2.75000000e+01	-7.74481960e-02	3.07837078e-01
2.75100000e+01	-7.58280605e-02	3.08370984e-01
2.75200000e+01	-7.42031687e-02	3.08900649e-01
2.75300000e+01	-7.25735070e-02	3.09426051e-01
2.75400000e+01	-7.09390618e-02	3.09947168e-01
2.75500000e+01	-6.92998190e-02	3.10463975e-01
2.75600000e+01	-6.76557648e-02	3.10976449e-01
2.75700000e+01	-6.60068850e-02	3.11484564e-01
2.75800000e+01	-6.43531652e-02	3.11988294e-01
2.75900000e+01	-6.26945912e-02	3.12487613e-01
2.76000000e+01	-6.10311484e-02	3.12982495e-01
2.76100000e+01	-5.93628222e-02	3.13472911e-01
2.76200000e+01	-5.76895979e-02	3.13958834e-01
2.76300000e+01	-5.60114608e-02	3.14440233e-01
2.76400000e+01	-5.43283959e-02	3.14917080e-01
2.76500000e+01	-5.26403883e-02	3.15389345e-01
2.76600000e+01	-5.09474229e-02	3.15856995e-01
2.76700000e+01	-4.92494847e-02	3.16319999e-01
2.76800000e+01	-4.75465586e-02	3.16778324e-01
2.76900000e+01	-4.58386293e-02	3.17231938e-01
2.77000000e+01	-4.41256817e-02	3.17680805e-01
2.77100000e+01	-4.24077004e-02	3.18124892e-01
2.77200000e+01	-4.06846702e-02	3.18564162e-01
2.77300000e+01	-3.89565760e-02	3.18998579e-01
2.77400000e+01	-3.72234022e-02	3.19428105e-01
2.77500000e+01	-3.54851337e-02	3.19852703e-01
2.77600000e+01	-3.37417553e-02	3.20272334e-01
2.77700000e+01	-3.19932518e-02	3.20686959e-01
2.77800000e+01	-3.02396078e-02	3.21096535e-01
2.77900000e+01	-2.84808083e-02	3.21501024e-01
2.78000000e+01	-2.67168383e-02	3.21900381e-01
2.78100000e+01	-2.49476826e-02	3.22294564e-01
2.78200000e+01	-2.31733264e-02	3.22683530e-01
2.78300000e+01	-2.13937548e-02	3.23067233e-01
2.78400000e+01	-1.96089531e-02	3.23445628e-01
2.78500000e+01	-1.78189067e-02	3.23818668e-01
2.78600000e+01	-1.60236011e-02	3.24186306e-01
2.78700000e+01	-1.42230218e-02	3.24548493e-01
2.78800000e+01	-1.24171548e-02	3.24905181e-01
2.78900000e+01	-1.06059859e-02	3.25256318e-01
2.79000000e+01	-8.78950135e-03	3.25601855e-01
2.79100000e+01	-6.96768737e-03	3.25941738e-01
2.79200000e+01	-5.14053049e-03	3.26275915e-01
2.79300000e+01	-3.30801751e-03	3.26604331e-01
2.79400000e+01	-1.47013535e-03	3.26926932e-01
2.79500000e+01	3.73128739e-04	3.27243662e-01
2.79600000e+01	2.22178734e-03	3.27554465e-01
2.79700000e+01	4.07585268e-03	3.27859281e-01
2.79800000e+01	5.93533672e-03	3.28158052e-01
2.79900000e+01	7.80025111e-03	3.28450718e-01
2.80000000e+01	9.67060722e-03	3.28737218e-01
2.80100000e+01	1.15464160e-02	3.29017491e-01
2.80200000e+01	1.34276883e-02	3.29291473e-01
2.80300000e+01	1.53144342e-02	3.29559100e-01
2.80400000e+01	1.72066637e-02	3.29820307e-01
2.80500000e+01	1.91043863e-02	3.30075028e-01
2.80600000e+01	2.10076111e-02	3.30323196e-01
2.80700000e+01	2.29163467e-02	3.30564742e-01
2.80800000e+01	2.48306013e-02	3.30799598e-01
2.80900000e+01	2.67503827e-02	3.31027692e-01
2.81000000e+01	2.86756981e-02	3.31248953e-01
2.81100000e+01	3.06065542e-02	3.31463308e-01
2.81200000e+01	3.25429572e-02	3.31670685e-01
2.81300000e+01	3.44849128e-02	3.31871007e-01
2.81400000e+01	3.64324261e-02	3.32064200e-01
2.81500000e+01	3.83855015e-02	3.32250185e-01
2.81600000e+01	4.03441429e-02	3.32428886e-01
2.81700000e+01	4.23083536e-02	3.32600222e-01
2.81800000e+01	4.42781362e-02	3.32764113e-01
2.81900000e+01	4.62534926e-02	3.32920477e-01
2.82000000e+01	4.82344241e-02	3.33069233e-01
2.82100000e+01	5.02209311e-02	3.33210295e-01
2.82200000e+01	5.22130136e-02	3.33343579e-01
2.82300000e+01	5.42106704e-02	3.33468999e-01
2.82400000e+01	5.62138998e-02	3.33586468e-01
2.82500000e+01	5.82226993e-02	3.33695896e-01
2.82600000e+01	6.02370654e-02	3.33797195e-01
2.82700000e+01	6.22569940e-02	3.33890273e-01
2.82800000e+01	6.42824799e-02	3.33975040e-01
2.82900000e+01	6.63135169e-02	3.34051400e-01
2.83000000e+01	6.83500983e-02	3.34119261e-01
2.83100000e+01	7.03922159e-02	3.34178527e-01
2.83200000e+01	7.24398610e-02	3.34229101e-01
2.83300000e+01	7.44930236e-02	3.34270885e-01
2.83400000e+01	7.65516927e-02	3.34303780e-01
2.83500000e+01	7.86158565e-02	3.34327687e-01
2.83600000e+01	8.06855017e-02	3.34342504e-01
2.83700000e+01	8.27606141e-02	3.34348129e-01
2.83800000e+01	8.48411785e-02	3.34344457e-01
2.83900000e+01	8.69271782e-02	3.34331385e-01
2.84000000e+01	8.90185956e-02	3.34308805e-01
2.84100000e+01	9.11154116e-02	3.34276612e-01
2.84200000e+01	9.32176062e-02	3.34234697e-01
2.84300000e+01	9.53251577e-02	3.34182951e-01
2.84400000e+01	9.74380435e-02	3.34121262e-01
2.84500000e+01	9.95562392e-02	3.34049520e-01
2.84600000e+01	1.01679719e-01	3.33967612e-01
2.84700000e+01	1.03808457e-01	3.33875424e-01
2.84800000e+01	1.05942424e-01	3.33772840e-01
2.84900000e+01	1.08081591e-01	3.33659745e-01
2.85000000e+01	1.10225925e-01	3.33536021e-01
2.85100000e+01	1.12375394e-01	3.33401551e-01
2.85200000e+01	1.14529965e-01	3.33256215e-01
2.85300000e+01	1.16689599e-01	3.33099893e-01
2.85400000e+01	1.18854261e-01	3.32932462e-01
2.85500000e+01	1.21023911e-01	3.32753801e-01
2.85600000e+01	1.23198507e-01	3.32563786e-01
2.85700000e+01	1.25378007e-01	3.32362293e-01
2.85800000e+01	1.27562366e-01	3.32149196e-01
2.85900000e+01	1.29751539e-01	3.31924368e-01
2.86000000e+01	1.31945476e-01	3.31687683e-01
2.86100000e+01	1.34144129e-01	3.31439011e-01
2.86200000e+01	1.36347445e-01	3.31178223e-01
2.86300000e+01	1.38555371e-01	3.30905189e-01
2.86400000e+01	1.40767850e-01	3.30619778e-01
2.86500000e+01	1.42984825e-01	3.30321858e-01
2.86600000e+01	1.45206236e-01	3.30011295e-01
2.86700000e+01	1.47432021e-01	3.29687957e-01
2.86800000e+01	1.49662118e-01	3.29351708e-01
2.86900000e+01	1.51896458e-01	3.29002414e-01
2.87000000e+01	1.54134975e-01	3.28639938e-01
2.87100000e+01	1.56377597e-01	3.28264143e-01
2.87200000e+01	1.58624252e-01	3.27874892e-01
2.87300000e+01	1.60874866e-01	3.27472047e-01
2.87400000e+01	1.63129361e-01	3.27055468e-01
2.87500000e+01	1.65387657e-01	3.26625016e-01
2.87600000e+01	1.67649673e-01	3.26180552e-01
2.87700000e+01	1.69915324e-01	3.25721934e-01
2.87800000e+01	1.72184524e-01	3.25249022e-01
2.87900000e+01	1.74457182e-01	3.24761673e-01
2.88000000e+01	1.76733209e-01	3.24259746e-01
2.88100000e+01	1.79012508e-01	3.23743098e-01
2.88200000e+01	1.81294985e-01	3.23211586e-01
2.88300000e+01	1.83580538e-01	3.22665066e-01
2.88400000e+01	1.85869066e-01	3.22103396e-01
2.88500000e+01	1.88160465e-01	3.21526431e-01
2.88600000e+01	1.90454627e-01	3.20934027e-01
2.88700000e+01	1.92751441e-01	3.20326040e-01
2.88800000e+01	1.95050795e-01	3.19702325e-01
2.88900000e+01	1.97352574e-01	3.19062739e-01
2.89000000e+01	1.99656659e-01	3.18407135e-01
2.89100000e+01	2.01962928e-01	3.17735370e-01
2.89200000e+01	2.04271257e-01	3.17047300e-01
2.89300000e+01	2.06581520e-01	3.16342779e-01
2.89400000e+01	2.08893586e-01	3.15621663e-01
2.89500000e+01	2.11207322e-01	3.14883809e-01
2.89600000e+01	2.13522593e-01	3.14129072e-01
2.89700000e+01	2.15839259e-01	3.13357308e-01
2.89800000e+01	2.18157179e-01	3.12568376e-01
2.89900000e+01	2.20476208e-01	3.11762130e-01
2.90000000e+01	2.22796197e-01	3.10938431e-01
2.90100000e+01	2.25116995e-01	3.10097134e-01
2.90200000e+01	2.27438448e-01	3.09238100e-01
2.90300000e+01	2.29760400e-01	3.08361188e-01
2.90400000e+01	2.32082688e-01	3.07466257e-01
2.90500000e+01	2.34405151e-01	3.06553169e-01
2.90600000e+01	2.36727619e-01	3.05621786e-01
2.90700000e+01	2.39049925e-01	3.04671969e-01
2.90800000e+01	2.41371894e-01	3.03703583e-01
2.90900000e+01	2.43693350e-01	3.02716492e-01
2.91000000e+01	2.46014113e-01	3.01710562e-01
2.91100000e+01	2.48334001e-01	3.00685660e-01
2.91200000e+01	2.50652826e-01	2.99641654e-01
2.91300000e+01	2.52970401e-01	2.98578414e-01
2.91400000e+01	2.55286531e-01	2.97495810e-01
2.91500000e+01	2.57601021e-01	2.96393714e-01
2.91600000e+01	2.59913673e-01	2.95272001e-01
2.91700000e+01	2.62224282e-01	2.94130545e-01
2.91800000e+01	2.64532644e-01	2.92969225e-01
2.91900000e+01	2.66838550e-01	2.91787919e-01
2.92000000e+01	2.69141787e-01	2.90586507e-01
2.92100000e+01	2.71442140e-01	2.89364872e-01
2.92200000e+01	2.73739390e-01	2.88122900e-01
2.92300000e+01	2.76033315e-01	2.86860476e-01
2.92400000e+01	2.78323689e-01	2.85577490e-01
2.92500000e+01	2.80610286e-01	2.84273832e-01
2.92600000e+01	2.82892872e-01	2.82949397e-01
2.92700000e+01	2.85171213e-01	2.81604079e-01
2.92800000e+01	2.87445072e-01	2.80237778e-01
2.92900000e+01	2.89714207e-01	2.78850393e-01
2.93000000e+01	2.91978374e-01	2.77441830e-01
2.93100000e+01	2.94237326e-01	2.76011993e-01
2.93200000e+01	2.96490812e-01	2.74560792e-01
2.93300000e+01	2.98738579e-01	2.73088139e-01
2.93400000e+01	3.00980372e-01	2.71593949e-01
2.93500000e+01	3.03215930e-01	2.70078140e-01
2.93600000e+01	3.05444992e-01	2.68540633e-01
2.93700000e+01	3.07667293e-01	2.66981352e-01
2.93800000e+01	3.09882565e-01	2.65400225e-01
2.93900000e+01	3.12090537e-01	2.63797183e-01
2.94000000e+01	3.14290935e-01	2.62172161e-01
2.94100000e+01	3.16483485e-01	2.60525097e-01
2.94200000e+01	3.18667907e-01	2.58855933e-01
2.94300000e+01	3.20843920e-01	2.57164614e-01
2.94400000e+01	3.23011239e-01	2.55451089e-01
2.94500000e+01	3.25169580e-01	2.53715313e-01
2.94600000e+01	3.27318653e-01	2.51957241e-01
2.94700000e+01	3.29458167e-01	2.50176835e-01
2.94800000e+01	3.31587829e-01	2.48374061e-01
2.94900000e+01	3.33707344e-01	2.46548888e-01
2.95000000e+01	3.35816414e-01	2.44701289e-01
2.95100000e+01	3.37914738e-01	2.42831244e-01
2.95200000e+01	3.40002017e-01	2.40938734e-01
2.95300000e+01	3.42077945e-01	2.39023748e-01
2.95400000e+01	3.44142219e-01	2.37086275e-01
2.95500000e+01	3.46194530e-01	2.35126314e-01
2.95600000e+01	3.48234570e-01	2.33143864e-01
2.95700000e+01	3.50262028e-01	2.31138932e-01
2.95800000e+01	3.52276594e-01	2.29111529e-01
2.95900000e+01	3.54277953e-01	2.27061669e-01
2.96000000e+01	3.56265792e-01	2.24989373e-01
2.96100000e+01	3.58239794e-01	2.22894667e-01
2.96200000e+01	3.60199643e-01	2.20777582e-01
2.96300000e+01	3.62145022e-01	2.18638153e-01
2.96400000e+01	3.64075611e-01	2.16476421e-01
2.96500000e+01	3.65991092e-01	2.14292432e-01
2.96600000e+01	3.67891144e-01	2.12086238e-01
2.96700000e+01	3.69775447e-01	2.09857896e-01
2.96800000e+01	3.71643681e-01	2.07607467e-01
2.96900000e+01	3.73495523e-01	2.05335019e-01
2.97000000e+01	3.75330652e-01	2.03040625e-01
2.97100000e+01	3.77148747e-01	2.00724363e-01
2.97200000e+01	3.78949486e-01	1.98386318e-01
2.97300000e+01	3.80732547e-01	1.96026580e-01
2.97400000e+01	3.82497610e-01	1.93645242e-01
2.97500000e+01	3.84244354e-01	1.91242406e-01
2.97600000e+01	3.85972458e-01	1.88818178e-01
2.97700000e+01	3.87681603e-01	1.86372670e-01
2.97800000e+01	3.89371470e-01	1.83906000e-01
2.97900000e+01	3.91041741e-01	1.81418290e-01
2.98000000e+01	3.92692100e-01	1.78909670e-01
2.98100000e+01	3.94322230e-01	1.76380274e-01
2.98200000e+01	3.95931817e-01	1.73830242e-01
2.98300000e+01	3.97520549e-01	1.71259720e-01
2.98400000e+01	3.99088113e-01	1.68668859e-01
2.98500000e+01	4.00634199e-01	1.66057817e-01
2.98600000e+01	4.02158501e-01	1.63426756e-01
2.98700000e+01	4.03660711e-01	1.60775845e-01
2.98800000e+01	4.05140526e-01	1.58105257e-01
2.98900000e+01	4.06597644e-01	1.55415171e-01
2.99000000e+01	4.08031766e-01	1.52705774e-01
2.99100000e+01	4.09442594e-01	1.49977254e-01
2.99200000e+01	4.10829835e-01	1.47229808e-01
2.99300000e+01	4.12193197e-01	1.44463638e-01
2.99400000e+01	4.13532391e-01	1.41678949e-01
2.99500000e+01	4.14847131e-01	1.38875954e-01
2.99600000e+01	4.16137135e-01	1.36054870e-01
2.99700000e+01	4.17402124e-01	1.33215919e-01
2.99800000e+01	4.18641820e-01	1.30359330e-01
2.99900000e+01	4.19855953e-01	1.27485334e-01
3.00000000e+01	4.21044253e-01	1.24594169e-01
3.00100000e+01	4.22206455e-01	1.21686078e-01
3.00200000e+01	4.23342298e-01	1.18761309e-01
3.00300000e+01	4.24451525e-01	1.15820113e-01
3.00400000e+01	4.25533882e-01	1.12862748e-01
3.00500000e+01	4.26589120e-01	1.09889475e-01
3.00600000e+01	4.27616995e-01	1.06900560e-01
3.00700000e+01	4.28617267e-01	1.03896275e-01
3.00800000e+01	4.29589700e-01	1.00876893e-01
3.00900000e+01	4.30534064e-01	9.78426941e-02
3.01000000e+01	4.31450131e-01	9.47939619e-02
3.01100000e+01	4.32337680e-01	9.17309835e-02
3.01200000e+01	4.33196496e-01	8.86540503e-02
3.01300000e+01	4.34026366e-01	8.55634575e-02
3.01400000e+01	4.34827085e-01	8.24595039e-02
3.01500000e+01	4.35598451e-01	7.93424921e-02
3.01600000e+01	4.36340268e-01	7.62127280e-02
3.01700000e+01	4.37052347e-01	7.30705211e-02
3.01800000e+01	4.37734503e-01	6.99161840e-02
3.01900000e+01	4.38386555e-01	6.67500322e-02
3.02000000e+01	4.39008331e-01	6.35723845e-02
3.02100000e+01	4.39599662e-01	6.03835626e-02
3.02200000e+01	4.40160385e-01	5.71838905e-02
3.02300000e+01	4.40690345e-01	5.39736953e-02
3.02400000e+01	4.41189390e-01	5.07533063e-02
3.02500000e+01	4.41657376e-01	4.75230552e-02
3.02600000e+01	4.42094164e-01	4.42832758e-02
3.02700000e+01	4.42499621e-01	4.10343041e-02
3.02800000e+01	4.42873620e-01	3.77764778e-02
3.02900000e+01	4.43216040e-01	3.45101366e-02
3.03000000e+01	4.43526766e-01	3.12356216e-02
3.03100000e+01	4.43805691e-01	2.79532755e-02
3.03200000e+01	4.44052711e-01	2.46634424e-02
3.03300000e+01	4.44267730e-01	2.13664674e-02
3.03400000e+01	4.44450659e-01	1.80626968e-02
3.03500000e+01	4.44601413e-01	1.47524778e-02
3.03600000e+01	4.44719914e-01	1.14361583e-02
3.03700000e+01	4.44806091e-01	8.11408683e-03
3.03800000e+01	4.44859879e-01	4.78661234e-03
3.03900000e+01	4.44881218e-01	1.45408420e-03
3.04000000e+01	4.44870055e-01	-1.88314808e-03
3.04100000e+01	4.44826344e-01	-5.22473496e-03
3.04200000e+01	4.44750044e-01	-8.57032696e-03
3.04300000e+01	4.44641120e-01	-1.19195750e-02
3.04400000e+01	4.44499544e-01	-1.52721302e-02
3.04500000e+01	4.44325293e-01	-1.86276442e-02
3.04600000e+01	4.44118351e-01	-2.19857696e-02
3.04700000e+01	4.43878707e-01	-2.53461595e-02
3.04800000e+01	4.43606356e-01	-2.87084680e-02
3.04900000e+01	4.43301301e-01	-3.20723502e-02
3.05000000e+01	4.42963548e-01	-3.54374627e-02
3.05100000e+01	4.42593109e-01	-3.88034631e-02
3.05200000e+01	4.42190004e-01	-4.21700107e-02
3.05300000e+01	4.41754258e-01	-4.55367662e-02
3.05400000e+01	4.41285899e-01	-4.89033920e-02
3.05500000e+01	4.40784963e-01	-5.22695525e-02
3.05600000e+01	4.40251491e-01	-5.56349141e-02
3.05700000e+01	4.39685529e-01	-5.89991449e-02
3.05800000e+01	4.39087129e-01	-6.23619155e-02
3.05900000e+01	4.38456347e-01	-6.57228987e-02
3.06000000e+01	4.37793245e-01	-6.90817698e-02
3.06100000e+01	4.37097889e-01	-7.24382064e-02
3.06200000e+01	4.36370352e-01	-7.57918888e-02
3.06300000e+01	4.35610711e-01	-7.91425000e-02
3.06400000e+01	4.34819046e-01	-8.24897259e-02
3.06500000e+01	4.33995443e-01	-8.58332550e-02
3.06600000e+01	4.33139993e-01	-8.91727793e-02
3.06700000e+01	4.32252791e-01	-9.25079933e-02
3.06800000e+01	4.31333936e-01	-9.58385949e-02
3.06900000e+01	4.30383532e-01	-9.91642854e-02
3.07000000e+01	4.29401686e-01	-1.02484769e-01
3.07100000e+01	4.28388510e-01	-1.05799754e-01
3.07200000e+01	4.27344119e-01	-1.09108951e-01
3.07300000e+01	4.26268634e-01	-1.12412075e-01
3.07400000e+01	4.25162176e-01	-1.15708844e-01
3.07500000e+01	4.24024872e-01	-1.18998981e-01
3.07600000e+01	4.22856853e-01	-1.22282211e-01
3.07700000e+01	4.21658251e-01	-1.25558264e-01
3.07800000e+01	4.20429204e-01	-1.28826872e-01
3.07900000e+01	4.19169850e-01	-1.32087773e-01
3.08000000e+01	4.17880331e-01	-1.35340707e-01
3.08100000e+01	4.16560794e-01	-1.38585420e-01
3.08200000e+01	4.15211387e-01	-1.41821660e-01
3.08300000e+01	4.13832259e-01	-1.45049179e-01
3.08400000e+01	4.12423563e-01	-1.48267735e-01
3.08500000e+01	4.10985456e-01	-1.51477088e-01
3.08600000e+01	4.09518094e-01	-1.54677003e-01
3.08700000e+01	4.08021637e-01	-1.57867248e-01
3.08800000e+01	4.06496248e-01	-1.61047597e-01
3.08900000e+01	4.04942088e-01	-1.64217826e-01
3.09000000e+01	4.03359323e-01	-1.67377715e-01
3.09100000e+01	4.01748120e-01	-1.70527051e-01
3.09200000e+01	4.00108647e-01	-1.73665622e-01
3.09300000e+01	3.98441073e-01	-1.76793220e-01
3.09400000e+01	3.96745570e-01	-1.79909644e-01
3.09500000e+01	3.95022308e-01	-1.83014694e-01
3.09600000e+01	3.93271460e-01	-1.86108176e-01
3.09700000e+01	3.91493201e-01	-1.89189897e-01
3.09800000e+01	3.89687704e-01	-1.92259673e-01
3.09900000e+01	3.87855144e-01	-1.95317318e-01
3.10000000e+01	3.85995698e-01	-1.98362655e-01
3.10100000e+01	3.84109540e-01	-2.01395508e-01
3.10200000e+01	3.82196847e-01	-2.04415705e-01
3.10300000e+01	3.80257795e-01	-2.07423079e-01
3.10400000e+01	3.78292560e-01	-2.10417466e-01
3.10500000e+01	3.76301320e-01	-2.13398706e-01
3.10600000e+01	3.74284250e-01	-2.16366641e-01
3.10700000e+01	3.72241526e-01	-2.19321120e-01
3.10800000e+01	3.70173323e-01	-2.22261993e-01
3.10900000e+01	3.68079817e-01	-2.25189113e-01
3.11000000e+01	3.65961183e-01	-2.28102338e-01
3.11100000e+01	3.63817594e-01	-2.31001529e-01
3.11200000e+01	3.61649223e-01	-2.33886551e-01
3.11300000e+01	3.59456243e-01	-2.36757269e-01
3.11400000e+01	3.57238825e-01	-2.39613556e-01
3.11500000e+01	3.54997140e-01	-2.42455284e-01
3.11600000e+01	3.52731357e-01	-2.45282331e-01
3.11700000e+01	3.50441644e-01	-2.48094575e-01
3.11800000e+01	3.48128168e-01	-2.50891899e-01
3.11900000e+01	3.45791094e-01	-2.53674189e-01
3.12000000e+01	3.43430586e-01	-2.56441332e-01
3.12100000e+01	3.41046808e-01	-2.59193219e-01
3.12200000e+01	3.38639920e-01	-2.61929742e-01
3.12300000e+01	3.36210081e-01	-2.64650799e-01
3.12400000e+01	3.33757449e-01	-2.67356285e-01
3.12500000e+01	3.31282180e-01	-2.70046103e-01
3.12600000e+01	3.28784429e-01	-2.72720153e-01
3.12700000e+01	3.26264347e-01	-2.75378341e-01
3.12800000e+01	3.23722084e-01	-2.78020572e-01
3.12900000e+01	3.21157789e-01	-2.80646756e-01
3.13000000e+01	3.18571608e-01	-2.83256801e-01
3.13100000e+01	3.15963686e-01	-2.85850621e-01
3.13200000e+01	3.13334163e-01	-2.88428129e-01
