	1	0.0987375
	1	0.0974755
	1	0.0962139
	1	0.0949528
	0.999997	0.0936922
	0.999992	0.0924321
	0.999985	0.0911724
	0.999976	0.0899132
	0.999967	0.0886546
	0.999955	0.0873964
	0.999942	0.0861386
	0.999928	0.0848814
	0.999912	0.0836247
	0.999894	0.0823684
	0.999875	0.0811126
	0.999855	0.0798574
	0.999833	0.0786026
	0.999809	0.0773483
	0.999784	0.0760945
	0.999757	0.0748412
	0.999729	0.0735884
	0.999699	0.0723362
	0.999668	0.0710844
	0.999635	0.0698331
	0.999601	0.0685823
	0.999565	0.067332
	0.999528	0.0660822
	0.999489	0.064833
	0.999449	0.0635842
	0.999407	0.062336
	0.999364	0.0610882
	0.999319	0.059841
	0.999273	0.0585943
	0.999225	0.0573481
	0.999176	0.0561025
	0.999125	0.0548573
	0.999073	0.0536127
	0.999019	0.0523686
	0.998964	0.051125
	0.998907	0.0498819
	0.998849	0.0486394
	0.998789	0.0473974
	0.998728	0.0461559
	0.998665	0.0449149
	0.998601	0.0436745
	0.998535	0.0424346
	0.998468	0.0411952
	0.998399	0.0399564
	0.998329	0.0387181
	0.998258	0.0374804
	0.998185	0.0362432
	0.99811	0.0350065
	0.998034	0.0337703
	0.997957	0.0325347
	0.997878	0.0312997
	0.997797	0.0300652
	0.997716	0.0288312
	0.997632	0.0275978
	0.997547	0.0263649
	0.997461	0.0251326
	0.997373	0.0239008
	0.997284	0.0226696
	0.997194	0.021439
	0.997101	0.0202088
	0.997008	0.0189793
	0.996913	0.0177503
	0.996817	0.0165218
	0.996719	0.015294
	0.996619	0.0140666
	0.996518	0.0128399
	0.996416	0.0116137
	0.996313	0.0103881
	0.996207	0.00916299
	0.996101	0.00793849
	0.995993	0.00671456
	0.995883	0.0054912
	0.995773	0.0042684
	0.99566	0.00304618
	0.995546	0.00182453
	0.995431	0.00060346
	0.995315	-0.000617039
	0.995197	-0.00183696
	0.995077	-0.00305631
	0.994956	-0.00427507
	0.994834	-0.00549326
	0.99471	-0.00671087
	0.994585	-0.00792789
	0.994458	-0.00914433
	0.99433	-0.0103602
	0.994201	-0.0115755
	0.99407	-0.0127901
	0.993938	-0.0140042
	0.993804	-0.0152177
	0.993669	-0.0164306
	0.993533	-0.017643
	0.993395	-0.0188547
	0.993255	-0.0200658
	0.993115	-0.0212764
	0.992973	-0.0224863
	0.992829	-0.0236957
	0.992684	-0.0249044
	0.992538	-0.0261126
	0.99239	-0.0273201
	0.992241	-0.028527
	0.992091	-0.0297334
	0.991939	-0.0309391
	0.991785	-0.0321442
	0.991631	-0.0333488
	0.991475	-0.0345527
	0.991317	-0.035756
	0.991158	-0.0369587
	0.990998	-0.0381608
	0.990836	-0.0393622
	0.990673	-0.0405631
	0.990509	-0.0417633
	0.990343	-0.042963
	0.990176	-0.044162
	0.990008	-0.0453604
	0.989838	-0.0465581
	0.989666	-0.0477553
	0.989494	-0.0489518
	0.98932	-0.0501477
	0.989144	-0.051343
	0.988968	-0.0525376
	0.988789	-0.0537317
	0.98861	-0.0549251
	0.988429	-0.0561178
	0.988247	-0.05731
	0.988063	-0.0585015
	0.987878	-0.0596924
	0.987692	-0.0608826
	0.987504	-0.0620722
	0.987315	-0.0632612
	0.987125	-0.0644496
	0.986933	-0.0656373
	0.98674	-0.0668243
	0.986546	-0.0680108
	0.98635	-0.0691966
	0.986153	-0.0703817
	0.985955	-0.0715662
	0.985755	-0.0727501
	0.985554	-0.0739333
	0.985351	-0.0751159
	0.985147	-0.0762978
	0.984942	-0.0774791
	0.984736	-0.0786597
	0.984528	-0.0798397
	0.984319	-0.081019
	0.984108	-0.0821976
	0.983897	-0.0833757
	0.983683	-0.084553
	0.983469	-0.0857297
	0.983253	-0.0869058
	0.983036	-0.0880812
	0.982818	-0.0892559
	0.982598	-0.09043
	0.982377	-0.0916034
	0.982154	-0.0927762
	0.981931	-0.0939482
	0.981706	-0.0951197
	0.981479	-0.0962904
	0.981252	-0.0974605
	0.981023	-0.09863
	0.980792	-0.0997987
	0.980561	-0.100967
	0.980328	-0.102134
	0.980094	-0.103301
	0.979858	-0.104467
	0.979621	-0.105632
	0.979383	-0.106797
	0.979144	-0.107961
	0.978903	-0.109125
	0.978661	-0.110287
	0.978418	-0.111449
	0.978173	-0.112611
	0.977927	-0.113771
	0.97768	-0.114931
	0.977432	-0.116091
	0.977182	-0.117249
	0.976931	-0.118407
	0.976679	-0.119564
	0.976425	-0.120721
	0.97617	-0.121877
	0.975914	-0.123032
	0.975657	-0.124187
	0.975398	-0.12534
	0.975138	-0.126493
	0.974877	-0.127646
	0.974614	-0.128798
	0.97435	-0.129949
	0.974085	-0.131099
	0.973819	-0.132249
	0.973551	-0.133398
	0.973282	-0.134546
	0.973012	-0.135693
	0.972741	-0.13684
	0.972468	-0.137986
	0.972194	-0.139132
	0.971919	-0.140277
	0.971642	-0.141421
	0.971365	-0.142564
	0.971086	-0.143707
	0.970806	-0.144848
	0.970524	-0.14599
	0.970241	-0.14713
	0.969957	-0.14827
	0.969672	-0.149409
	0.969386	-0.150547
	0.969098	-0.151685
	0.968809	-0.152822
	0.968519	-0.153958
	0.968227	-0.155094
	0.967935	-0.156229
	0.967641	-0.157363
	0.967346	-0.158496
	0.967049	-0.159629
	0.966752	-0.160761
	0.966453	-0.161892
	0.966153	-0.163022
	0.965852	-0.164152
	0.965549	-0.165281
	0.965245	-0.166409
	0.96494	-0.167537
	0.964634	-0.168664
	0.964327	-0.16979
	0.964018	-0.170915
	0.963708	-0.17204
	0.963397	-0.173164
	0.963085	-0.174287
	0.962771	-0.17541
	0.962457	-0.176531
	0.962141	-0.177652
	0.961824	-0.178773
	0.961505	-0.179892
	0.961186	-0.181011
	0.960865	-0.182129
	0.960543	-0.183246
	0.96022	-0.184363
	0.959896	-0.185479
	0.95957	-0.186594
	0.959243	-0.187708
	0.958915	-0.188822
	0.958586	-0.189935
	0.958256	-0.191047
	0.957924	-0.192158
	0.957592	-0.193269
	0.957258	-0.194379
	0.956923	-0.195488
	0.956586	-0.196597
	0.956249	-0.197704
	0.95591	-0.198811
	0.95557	-0.199917
	0.955229	-0.201023
	0.954887	-0.202127
	0.954544	-0.203231
	0.954199	-0.204334
	0.953854	-0.205437
	0.953507	-0.206538
	0.953159	-0.207639
	0.952809	-0.208739
	0.952459	-0.209839
	0.952107	-0.210937
	0.951755	-0.212035
	0.951401	-0.213132
	0.951046	-0.214229
	0.950689	-0.215324
	0.950332	-0.216419
	0.949974	-0.217513
	0.949614	-0.218606
	0.949253	-0.219699
	0.948891	-0.220791
	0.948528	-0.221881
	0.948163	-0.222972
	0.947798	-0.224061
	0.947431	-0.22515
	0.947064	-0.226238
	0.946695	-0.227325
	0.946325	-0.228411
	0.945954	-0.229497
	0.945581	-0.230581
	0.945208	-0.231665
	0.944833	-0.232749
	0.944457	-0.233831
	0.94408	-0.234913
	0.943702	-0.235994
	0.943323	-0.237074
	0.942943	-0.238153
	0.942562	-0.239232
	0.942179	-0.24031
	0.941795	-0.241387
	0.941411	-0.242463
	0.941025	-0.243538
	0.940638	-0.244613
	0.940249	-0.245687
	0.93986	-0.24676
	0.93947	-0.247832
	0.939078	-0.248904
	0.938686	-0.249974
	0.938292	-0.251044
	0.937897	-0.252113
	0.937501	-0.253182
	0.937104	-0.254249
	0.936706	-0.255316
	0.936306	-0.256382
	0.935906	-0.257447
	0.935505	-0.258512
	0.935102	-0.259575
	0.934698	-0.260638
	0.934293	-0.2617
	0.933888	-0.262761
	0.933481	-0.263822
	0.933072	-0.264881
	0.932663	-0.26594
	0.932253	-0.266998
	0.931842	-0.268055
	0.931429	-0.269112
	0.931016	-0.270167
	0.930601	-0.271222
	0.930185	-0.272276
	0.929768	-0.273329
	0.92935	-0.274382
	0.928932	-0.275433
	0.928511	-0.276484
	0.92809	-0.277534
	0.927668	-0.278583
	0.927245	-0.279631
	0.92682	-0.280679
	0.926395	-0.281726
	0.925969	-0.282772
	0.925541	-0.283817
	0.925112	-0.284861
	0.924683	-0.285904
	0.924252	-0.286947
	0.92382	-0.287989
	0.923387	-0.28903
	0.922953	-0.29007
	0.922518	-0.29111
	0.922082	-0.292148
	0.921645	-0.293186
	0.921207	-0.294223
	0.920767	-0.295259
	0.920327	-0.296294
	0.919886	-0.297329
	0.919443	-0.298362
	0.919	-0.299395
	0.918555	-0.300427
	0.91811	-0.301459
	0.917663	-0.302489
	0.917216	-0.303518
	0.916767	-0.304547
	0.916317	-0.305575
	0.915867	-0.306602
	0.915415	-0.307628
	0.914962	-0.308654
	0.914508	-0.309678
	0.914053	-0.310702
	0.913597	-0.311725
	0.91314	-0.312747
	0.912682	-0.313768
	0.912223	-0.314789
	0.911763	-0.315808
	0.911302	-0.316827
	0.91084	-0.317845
	0.910377	-0.318862
	0.909913	-0.319878
	0.909448	-0.320894
	0.908982	-0.321908
	0.908515	-0.322922
	0.908046	-0.323935
	0.907577	-0.324947
	0.907107	-0.325958
	0.906636	-0.326969
	0.906164	-0.327978
	0.90569	-0.328987
	0.905216	-0.329995
	0.904741	-0.331002
	0.904265	-0.332008
	0.903787	-0.333013
	0.903309	-0.334018
	0.90283	-0.335022
	0.90235	-0.336024
	0.901868	-0.337026
	0.901386	-0.338028
	0.900903	-0.339028
	0.900419	-0.340027
	0.899933	-0.341026
	0.899447	-0.342023
	0.89896	-0.34302
	0.898472	-0.344016
	0.897983	-0.345012
	0.897493	-0.346006
	0.897001	-0.346999
	0.896509	-0.347992
	0.896016	-0.348984
	0.895522	-0.349975
	0.895027	-0.350965
	0.894531	-0.351954
	0.894034	-0.352942
	0.893536	-0.35393
	0.893037	-0.354916
	0.892537	-0.355902
	0.892036	-0.356887
	0.891535	-0.357871
	0.891032	-0.358854
	0.890528	-0.359837
	0.890023	-0.360818
	0.889518	-0.361799
	0.889011	-0.362779
	0.888503	-0.363757
	0.887995	-0.364735
	0.887485	-0.365713
	0.886975	-0.366689
	0.886463	-0.367664
	0.885951	-0.368639
	0.885438	-0.369613
	0.884923	-0.370586
	0.884408	-0.371558
	0.883892	-0.372529
	0.883375	-0.373499
	0.882857	-0.374468
	0.882338	-0.375437
	0.881818	-0.376404
	0.881297	-0.377371
	0.880775	-0.378337
	0.880253	-0.379302
	0.879729	-0.380266
	0.879204	-0.38123
	0.878679	-0.382192
	0.878152	-0.383154
	0.877625	-0.384114
	0.877096	-0.385074
	0.876567	-0.386033
	0.876037	-0.386991
	0.875506	-0.387948
	0.874974	-0.388905
	0.874441	-0.38986
	0.873907	-0.390814
	0.873372	-0.391768
	0.872837	-0.392721
	0.8723	-0.393673
	0.871762	-0.394624
	0.871224	-0.395574
	0.870685	-0.396523
	0.870144	-0.397472
	0.869603	-0.398419
	0.869061	-0.399366
	0.868518	-0.400312
	0.867974	-0.401257
	0.867429	-0.402201
	0.866884	-0.403144
	0.866337	-0.404086
	0.86579	-0.405027
	0.865241	-0.405968
	0.864692	-0.406907
	0.864142	-0.407846
	0.863591	-0.408784
	0.863039	-0.409721
	0.862486	-0.410657
	0.861932	-0.411592
	0.861378	-0.412526
	0.860822	-0.413459
	0.860266	-0.414392
	0.859708	-0.415323
	0.85915	-0.416254
	0.858591	-0.417184
	0.858031	-0.418113
	0.85747	-0.419041
	0.856909	-0.419968
	0.856346	-0.420894
	0.855783	-0.42182
	0.855218	-0.422744
	0.854653	-0.423668
	0.854087	-0.42459
	0.85352	-0.425512
	0.852952	-0.426433
	0.852384	-0.427353
	0.851814	-0.428272
	0.851244	-0.42919
	0.850673	-0.430107
	0.850101	-0.431024
	0.849528	-0.431939
	0.848954	-0.432854
	0.848379	-0.433768
	0.847804	-0.43468
	0.847227	-0.435592
	0.84665	-0.436503
	0.846072	-0.437413
	0.845493	-0.438323
	0.844913	-0.439231
	0.844333	-0.440138
	0.843751	-0.441045
	0.843169	-0.44195
	0.842586	-0.442855
	0.842002	-0.443759
	0.841417	-0.444662
	0.840831	-0.445564
	0.840245	-0.446465
	0.839657	-0.447365
	0.839069	-0.448264
	0.83848	-0.449162
	0.83789	-0.45006
	0.8373	-0.450956
	0.836708	-0.451852
	0.836116	-0.452747
	0.835523	-0.453641
	0.834929	-0.454534
	0.834334	-0.455426
	0.833738	-0.456317
	0.833142	-0.457207
	0.832545	-0.458096
	0.831946	-0.458985
	0.831348	-0.459872
	0.830748	-0.460759
	0.830147	-0.461644
	0.829546	-0.462529
	0.828944	-0.463413
	0.828341	-0.464296
	0.827737	-0.465178
	0.827132	-0.466059
	0.826527	-0.466939
	0.825921	-0.467818
	0.825314	-0.468696
	0.824706	-0.469574
	0.824098	-0.47045
	0.823488	-0.471326
	0.822878	-0.472201
	0.822267	-0.473074
	0.821655	-0.473947
	0.821043	-0.474819
	0.820429	-0.47569
	0.819815	-0.47656
	0.8192	-0.477429
	0.818584	-0.478298
	0.817968	-0.479165
	0.81735	-0.480031
	0.816732	-0.480897
	0.816113	-0.481761
	0.815494	-0.482625
	0.814873	-0.483488
	0.814252	-0.48435
	0.81363	-0.485211
	0.813007	-0.48607
	0.812384	-0.48693
	0.811759	-0.487788
	0.811134	-0.488645
	0.810508	-0.489501
	0.809882	-0.490357
	0.809254	-0.491211
	0.808626	-0.492064
	0.807997	-0.492917
	0.807367	-0.493769
	0.806737	-0.494619
	0.806106	-0.495469
	0.805474	-0.496318
	0.804841	-0.497166
	0.804207	-0.498013
	0.803573	-0.498859
	0.802938	-0.499704
	0.802302	-0.500549
	0.801666	-0.501392
	0.801029	-0.502234
	0.800391	-0.503076
	0.799752	-0.503916
	0.799112	-0.504756
	0.798472	-0.505595
	0.797831	-0.506433
	0.797189	-0.507269
	0.796547	-0.508105
	0.795903	-0.50894
	0.795259	-0.509774
	0.794615	-0.510607
	0.793969	-0.51144
	0.793323	-0.512271
	0.792676	-0.513101
	0.792028	-0.513931
	0.79138	-0.514759
	0.790731	-0.515587
	0.790081	-0.516413
	0.78943	-0.517239
	0.788779	-0.518063
	0.788127	-0.518887
	0.787474	-0.51971
	0.786821	-0.520532
	0.786166	-0.521353
	0.785511	-0.522173
	0.784856	-0.522992
	0.784199	-0.52381
	0.783542	-0.524628
