t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
1.09794184e+01,1.01185909e+01,1.00255217e+01,1.00064993e+01,1.00017919e+01,1.00005162e+01,1.00001526e+01,1.00000458e+01,1.00000139e+01,1.00000042e+01,1.00000013e+01,1.00000004e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000004e+01,1.00000013e+01,1.00000042e+01,1.00000139e+01,1.00000458e+01,1.00001526e+01,1.00005162e+01,1.00017919e+01,1.00064993e+01,1.00255217e+01,1.01185909e+01,1.09794184e+01
1.09911187e+01,1.01214668e+01,1.00264275e+01,1.00068011e+01,1.00018945e+01,1.00005514e+01,1.00001647e+01,1.00000499e+01,1.00000153e+01,1.00000047e+01,1.00000014e+01,1.00000004e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000004e+01,1.00000014e+01,1.00000047e+01,1.00000153e+01,1.00000499e+01,1.00001647e+01,1.00005514e+01,1.00018945e+01,1.00068011e+01,1.00264275e+01,1.01214668e+01,1.09911187e+01
1.10027358e+01,1.01243571e+01,1.00273475e+01,1.00071107e+01,1.00020009e+01,1.00005883e+01,1.00001775e+01,1.00000544e+01,1.00000168e+01,1.00000052e+01,1.00000016e+01,1.00000005e+01,1.00000002e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000002e+01,1.00000005e+01,1.00000016e+01,1.00000052e+01,1.00000168e+01,1.00000544e+01,1.00001775e+01,1.00005883e+01,1.00020009e+01,1.00071107e+01,1.00273475e+01,1.01243571e+01,1.10027358e+01
1.10142706e+01,1.01272614e+01,1.00282815e+01,1.00074282e+01,1.00021111e+01,1.00006268e+01,1.00001910e+01,1.00000591e+01,1.00000184e+01,1.00000058e+01,1.00000018e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000018e+01,1.00000058e+01,1.00000184e+01,1.00000591e+01,1.00001910e+01,1.00006268e+01,1.00021111e+01,1.00074282e+01,1.00282815e+01,1.01272614e+01,1.10142706e+01
1.10257242e+01,1.01301792e+01,1.00292294e+01,1.00077535e+01,1.00022252e+01,1.00006671e+01,1.00002052e+01,1.00000641e+01,1.00000202e+01,1.00000064e+01,1.00000020e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000020e+01,1.00000064e+01,1.00000202e+01,1.00000641e+01,1.00002052e+01,1.00006671e+01,1.00022252e+01,1.00077535e+01,1.00292294e+01,1.01301792e+01,1.10257242e+01
1.10370973e+01,1.01331100e+01,1.00301910e+01,1.00080868e+01,1.00023430e+01,1.00007091e+01,1.00002202e+01,1.00000694e+01,1.00000221e+01,1.00000070e+01,1.00000022e+01,1.00000007e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000007e+01,1.00000022e+01,1.00000070e+01,1.00000221e+01,1.00000694e+01,1.00002202e+01,1.00007091e+01,1.00023430e+01,1.00080868e+01,1.00301910e+01,1.01331100e+01,1.10370973e+01
1.10483909e+01,1.01360534e+01,1.00311662e+01,1.00084279e+01,1.00024649e+01,1.00007529e+01,1.00002360e+01,1.00000751e+01,1.00000241e+01,1.00000078e+01,1.00000025e+01,1.00000008e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000008e+01,1.00000025e+01,1.00000078e+01,1.00000241e+01,1.00000751e+01,1.00002360e+01,1.00007529e+01,1.00024649e+01,1.00084279e+01,1.00311662e+01,1.01360534e+01,1.10483909e+01
1.10596060e+01,1.01390089e+01,1.00321549e+01,1.00087770e+01,1.00025906e+01,1.00007986e+01,1.00002526e+01,1.00000811e+01,1.00000263e+01,1.00000085e+01,1.00000028e+01,1.00000009e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000009e+01,1.00000028e+01,1.00000085e+01,1.00000263e+01,1.00000811e+01,1.00002526e+01,1.00007986e+01,1.00025906e+01,1.00087770e+01,1.00321549e+01,1.01390089e+01,1.10596060e+01
1.10707433e+01,1.01419763e+01,1.00331568e+01,1.00091339e+01,1.00027204e+01,1.00008461e+01,1.00002700e+01,1.00000875e+01,1.00000286e+01,1.00000094e+01,1.00000031e+01,1.00000010e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000010e+01,1.00000031e+01,1.00000094e+01,1.00000286e+01,1.00000875e+01,1.00002700e+01,1.00008461e+01,1.00027204e+01,1.00091339e+01,1.00331568e+01,1.01419763e+01,1.10707433e+01
1.10818038e+01,1.01449549e+01,1.00341719e+01,1.00094988e+01,1.00028542e+01,1.00008956e+01,1.00002883e+01,1.00000943e+01,1.00000311e+01,1.00000103e+01,1.00000034e+01,1.00000011e+01,1.00000004e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000004e+01,1.00000011e+01,1.00000034e+01,1.00000103e+01,1.00000311e+01,1.00000943e+01,1.00002883e+01,1.00008956e+01,1.00028542e+01,1.00094988e+01,1.00341719e+01,1.01449549e+01,1.10818038e+01
1.10927883e+01,1.01479445e+01,1.00351999e+01,1.00098715e+01,1.00029921e+01,1.00009470e+01,1.00003075e+01,1.00001014e+01,1.00000337e+01,1.00000113e+01,1.00000038e+01,1.00000013e+01,1.00000004e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000004e+01,1.00000013e+01,1.00000038e+01,1.00000113e+01,1.00000337e+01,1.00001014e+01,1.00003075e+01,1.00009470e+01,1.00029921e+01,1.00098715e+01,1.00351999e+01,1.01479445e+01,1.10927883e+01
1.11036977e+01,1.01509446e+01,1.00362408e+01,1.00102522e+01,1.00031341e+01,1.00010004e+01,1.00003276e+01,1.00001089e+01,1.00000365e+01,1.00000123e+01,1.00000041e+01,1.00000014e+01,1.00000005e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000005e+01,1.00000014e+01,1.00000041e+01,1.00000123e+01,1.00000365e+01,1.00001089e+01,1.00003276e+01,1.00010004e+01,1.00031341e+01,1.00102522e+01,1.00362408e+01,1.01509446e+01,1.11036977e+01
1.11145328e+01,1.01539548e+01,1.00372944e+01,1.00106407e+01,1.00032803e+01,1.00010558e+01,1.00003486e+01,1.00001169e+01,1.00000395e+01,1.00000134e+01,1.00000046e+01,1.00000015e+01,1.00000005e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000005e+01,1.00000015e+01,1.00000046e+01,1.00000134e+01,1.00000395e+01,1.00001169e+01,1.00003486e+01,1.00010558e+01,1.00032803e+01,1.00106407e+01,1.00372944e+01,1.01539548e+01,1.11145328e+01
1.11252945e+01,1.01569749e+01,1.00383605e+01,1.00110371e+01,1.00034306e+01,1.00011132e+01,1.00003706e+01,1.00001253e+01,1.00000427e+01,1.00000146e+01,1.00000050e+01,1.00000017e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000017e+01,1.00000050e+01,1.00000146e+01,1.00000427e+01,1.00001253e+01,1.00003706e+01,1.00011132e+01,1.00034306e+01,1.00110371e+01,1.00383605e+01,1.01569749e+01,1.11252945e+01
1.11359835e+01,1.01600044e+01,1.00394390e+01,1.00114414e+01,1.00035851e+01,1.00011727e+01,1.00003935e+01,1.00001341e+01,1.00000461e+01,1.00000159e+01,1.00000055e+01,1.00000019e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000019e+01,1.00000055e+01,1.00000159e+01,1.00000461e+01,1.00001341e+01,1.00003935e+01,1.00011727e+01,1.00035851e+01,1.00114414e+01,1.00394390e+01,1.01600044e+01,1.11359835e+01
1.11466006e+01,1.01630429e+01,1.00405297e+01,1.00118536e+01,1.00037439e+01,1.00012343e+01,1.00004175e+01,1.00001434e+01,1.00000497e+01,1.00000173e+01,1.00000060e+01,1.00000021e+01,1.00000007e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000007e+01,1.00000021e+01,1.00000060e+01,1.00000173e+01,1.00000497e+01,1.00001434e+01,1.00004175e+01,1.00012343e+01,1.00037439e+01,1.00118536e+01,1.00405297e+01,1.01630429e+01,1.11466006e+01
1.11571466e+01,1.01660902e+01,1.00416326e+01,1.00122735e+01,1.00039070e+01,1.00012981e+01,1.00004425e+01,1.00001531e+01,1.00000535e+01,1.00000187e+01,1.00000066e+01,1.00000023e+01,1.00000008e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000008e+01,1.00000023e+01,1.00000066e+01,1.00000187e+01,1.00000535e+01,1.00001531e+01,1.00004425e+01,1.00012981e+01,1.00039070e+01,1.00122735e+01,1.00416326e+01,1.01660902e+01,1.11571466e+01
1.11676223e+01,1.01691458e+01,1.00427473e+01,1.00127013e+01,1.00040744e+01,1.00013641e+01,1.00004685e+01,1.00001634e+01,1.00000575e+01,1.00000203e+01,1.00000072e+01,1.00000025e+01,1.00000009e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000009e+01,1.00000025e+01,1.00000072e+01,1.00000203e+01,1.00000575e+01,1.00001634e+01,1.00004685e+01,1.00013641e+01,1.00040744e+01,1.00127013e+01,1.00427473e+01,1.01691458e+01,1.11676223e+01
1.11780285e+01,1.01722095e+01,1.00438739e+01,1.00131369e+01,1.00042461e+01,1.00014322e+01,1.00004956e+01,1.00001741e+01,1.00000617e+01,1.00000220e+01,1.00000078e+01,1.00000028e+01,1.00000010e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000010e+01,1.00000028e+01,1.00000078e+01,1.00000220e+01,1.00000617e+01,1.00001741e+01,1.00004956e+01,1.00014322e+01,1.00042461e+01,1.00131369e+01,1.00438739e+01,1.01722095e+01,1.11780285e+01
1.11883659e+01,1.01752810e+01,1.00450121e+01,1.00135803e+01,1.00044221e+01,1.00015027e+01,1.00005238e+01,1.00001854e+01,1.00000662e+01,1.00000237e+01,1.00000085e+01,1.00000031e+01,1.00000011e+01,1.00000004e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000004e+01,1.00000011e+01,1.00000031e+01,1.00000085e+01,1.00000237e+01,1.00000662e+01,1.00001854e+01,1.00005238e+01,1.00015027e+01,1.00044221e+01,1.00135803e+01,1.00450121e+01,1.01752810e+01,1.11883659e+01
1.11986353e+01,1.01783598e+01,1.00461617e+01,1.00140315e+01,1.00046025e+01,1.00015753e+01,1.00005531e+01,1.00001972e+01,1.00000709e+01,1.00000256e+01,1.00000093e+01,1.00000033e+01,1.00000012e+01,1.00000004e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000004e+01,1.00000012e+01,1.00000033e+01,1.00000093e+01,1.00000256e+01,1.00000709e+01,1.00001972e+01,1.00005531e+01,1.00015753e+01,1.00046025e+01,1.00140315e+01,1.00461617e+01,1.01783598e+01,1.11986353e+01
1.12088374e+01,1.01814458e+01,1.00473228e+01,1.00144904e+01,1.00047874e+01,1.00016503e+01,1.00005835e+01,1.00002095e+01,1.00000759e+01,1.00000276e+01,1.00000101e+01,1.00000037e+01,1.00000013e+01,1.00000005e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000005e+01,1.00000013e+01,1.00000037e+01,1.00000101e+01,1.00000276e+01,1.00000759e+01,1.00002095e+01,1.00005835e+01,1.00016503e+01,1.00047874e+01,1.00144904e+01,1.00473228e+01,1.01814458e+01,1.12088374e+01
1.12189729e+01,1.01845385e+01,1.00484950e+01,1.00149571e+01,1.00049766e+01,1.00017276e+01,1.00006152e+01,1.00002224e+01,1.00000811e+01,1.00000297e+01,1.00000109e+01,1.00000040e+01,1.00000015e+01,1.00000005e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000005e+01,1.00000015e+01,1.00000040e+01,1.00000109e+01,1.00000297e+01,1.00000811e+01,1.00002224e+01,1.00006152e+01,1.00017276e+01,1.00049766e+01,1.00149571e+01,1.00484950e+01,1.01845385e+01,1.12189729e+01
1.12290426e+01,1.01876378e+01,1.00496782e+01,1.00154314e+01,1.00051703e+01,1.00018073e+01,1.00006480e+01,1.00002359e+01,1.00000867e+01,1.00000320e+01,1.00000118e+01,1.00000044e+01,1.00000016e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000016e+01,1.00000044e+01,1.00000118e+01,1.00000320e+01,1.00000867e+01,1.00002359e+01,1.00006480e+01,1.00018073e+01,1.00051703e+01,1.00154314e+01,1.00496782e+01,1.01876378e+01,1.12290426e+01
1.12390471e+01,1.01907433e+01,1.00508724e+01,1.00159134e+01,1.00053685e+01,1.00018894e+01,1.00006820e+01,1.00002500e+01,1.00000925e+01,1.00000343e+01,1.00000128e+01,1.00000047e+01,1.00000018e+01,1.00000006e+01,1.00000002e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000002e+01,1.00000006e+01,1.00000018e+01,1.00000047e+01,1.00000128e+01,1.00000343e+01,1.00000925e+01,1.00002500e+01,1.00006820e+01,1.00018894e+01,1.00053685e+01,1.00159134e+01,1.00508724e+01,1.01907433e+01,1.12390471e+01
1.12489872e+01,1.01938548e+01,1.00520774e+01,1.00164030e+01,1.00055712e+01,1.00019738e+01,1.00007172e+01,1.00002647e+01,1.00000985e+01,1.00000368e+01,1.00000138e+01,1.00000052e+01,1.00000019e+01,1.00000007e+01,1.00000003e+01,1.00000001e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000000e+01,1.00000001e+01,1.00000003e+01,1.00000007e+01,1.00000019e+01,1.00000052e+01,1.00000138e+01,1.00000368e+01,1.00000985e+01,1.00002647e+01,1.00007172e+01,1.00019738e+01,1.00055712e+01,1.00164030e+01,1.00520774e+01,1.01938548e+01,1.12489872e+01
