1 1.0101 1.0202 1.0303 1.0404 1.05051 1.06061 1.07071 1.08081 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15152 1.16162 1.17172 1.18182 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25253 1.26263 1.27273 1.28283 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35354 1.36364 1.37374 1.38384 1.39394 1.40404 1.41414 1.42424 1.43434 1.44444 1.45455 1.46465 1.47475 1.48485 1.49495 1.50505 1.51515 1.52525 1.53535 1.54545 1.55556 1.56566 1.57576 1.58586 1.59596 1.60606 1.61616 1.62626 1.63636 1.64646 1.65657 1.66667 1.67677 1.68687 1.69697 1.70707 1.71717 1.72727 1.73737 1.74747 1.75758 1.76768 1.77778 1.78788 1.79798 1.80808 1.81818 1.82828 1.83838 1.84848 1.85859 1.86869 1.87879 1.88889 1.89899 1.90909 1.91919 1.92929 1.93939 1.94949 1.9596 1.9697 1.9798 1.9899 2 
0.999965 1.01007 1.02017 1.03027 1.04037 1.05047 1.06057 1.07067 1.08077 1.09087 1.10097 1.11108 1.12118 1.13128 1.14138 1.15148 1.16158 1.17168 1.18178 1.19188 1.20198 1.21209 1.22219 1.23229 1.24239 1.25249 1.26259 1.27269 1.28279 1.29289 1.30299 1.3131 1.3232 1.3333 1.3434 1.3535 1.3636 1.3737 1.3838 1.3939 1.40401 1.41411 1.42421 1.43431 1.44441 1.45451 1.46461 1.47471 1.48481 1.49491 1.50502 1.51512 1.52522 1.53532 1.54542 1.55552 1.56562 1.57572 1.58582 1.59592 1.60603 1.61613 1.62623 1.63633 1.64643 1.65653 1.66663 1.67673 1.68683 1.69693 1.70704 1.71714 1.72724 1.73734 1.74744 1.75754 1.76764 1.77774 1.78784 1.79794 1.80805 1.81815 1.82825 1.83835 1.84845 1.85855 1.86865 1.87875 1.88885 1.89895 1.90906 1.91916 1.92926 1.93936 1.94946 1.95956 1.96966 1.97976 1.98986 1.99996 
1.00005 1.01015 1.02025 1.03035 1.04045 1.05055 1.06066 1.07076 1.08086 1.09096 1.10106 1.11116 1.12126 1.13136 1.14146 1.15156 1.16167 1.17177 1.18187 1.19197 1.20207 1.21217 1.22227 1.23237 1.24247 1.25257 1.26268 1.27278 1.28288 1.29298 1.30308 1.31318 1.32328 1.33338 1.34348 1.35358 1.36369 1.37379 1.38389 1.39399 1.40409 1.41419 1.42429 1.43439 1.44449 1.45459 1.4647 1.4748 1.4849 1.495 1.5051 1.5152 1.5253 1.5354 1.5455 1.5556 1.56571 1.57581 1.58591 1.59601 1.60611 1.61621 1.62631 1.63641 1.64651 1.65661 1.66672 1.67682 1.68692 1.69702 1.70712 1.71722 1.72732 1.73742 1.74752 1.75762 1.76773 1.77783 1.78793 1.79803 1.80813 1.81823 1.82833 1.83843 1.84853 1.85863 1.86874 1.87884 1.88894 1.89904 1.90914 1.91924 1.92934 1.93944 1.94954 1.95964 1.96975 1.97985 1.98995 2.00005 
0.999962 1.01006 1.02016 1.03026 1.04037 1.05047 1.06057 1.07067 1.08077 1.09087 1.10097 1.11107 1.12117 1.13127 1.14138 1.15148 1.16158 1.17168 1.18178 1.19188 1.20198 1.21208 1.22218 1.23228 1.24239 1.25249 1.26259 1.27269 1.28279 1.29289 1.30299 1.31309 1.32319 1.33329 1.3434 1.3535 1.3636 1.3737 1.3838 1.3939 1.404 1.4141 1.4242 1.43431 1.44441 1.45451 1.46461 1.47471 1.48481 1.49491 1.50501 1.51511 1.52521 1.53532 1.54542 1.55552 1.56562 1.57572 1.58582 1.59592 1.60602 1.61612 1.62622 1.63633 1.64643 1.65653 1.66663 1.67673 1.68683 1.69693 1.70703 1.71713 1.72723 1.73734 1.74744 1.75754 1.76764 1.77774 1.78784 1.79794 1.80804 1.81814 1.82824 1.83835 1.84845 1.85855 1.86865 1.87875 1.88885 1.89895 1.90905 1.91915 1.92925 1.93936 1.94946 1.95956 1.96966 1.97976 1.98986 1.99996 
1.00002 1.01012 1.02022 1.03032 1.04042 1.05052 1.06062 1.07073 1.08083 1.09093 1.10103 1.11113 1.12123 1.13133 1.14143 1.15153 1.16163 1.17174 1.18184 1.19194 1.20204 1.21214 1.22224 1.23234 1.24244 1.25254 1.26264 1.27275 1.28285 1.29295 1.30305 1.31315 1.32325 1.33335 1.34345 1.35355 1.36365 1.37376 1.38386 1.39396 1.40406 1.41416 1.42426 1.43436 1.44446 1.45456 1.46466 1.47477 1.48487 1.49497 1.50507 1.51517 1.52527 1.53537 1.54547 1.55557 1.56567 1.57578 1.58588 1.59598 1.60608 1.61618 1.62628 1.63638 1.64648 1.65658 1.66668 1.67679 1.68689 1.69699 1.70709 1.71719 1.72729 1.73739 1.74749 1.75759 1.7677 1.7778 1.7879 1.798 1.8081 1.8182 1.8283 1.8384 1.8485 1.8586 1.86871 1.87881 1.88891 1.89901 1.90911 1.91921 1.92931 1.93941 1.94951 1.95961 1.96972 1.97982 1.98992 2.00002 
0.999996 1.0101 1.0202 1.0303 1.0404 1.0505 1.0606 1.0707 1.0808 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15151 1.16161 1.17171 1.18181 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25252 1.26262 1.27272 1.28282 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35353 1.36363 1.37373 1.38383 1.39394 1.40404 1.41414 1.42424 1.43434 1.44444 1.45454 1.46464 1.47474 1.48484 1.49495 1.50505 1.51515 1.52525 1.53535 1.54545 1.55555 1.56565 1.57575 1.58585 1.59596 1.60606 1.61616 1.62626 1.63636 1.64646 1.65656 1.66666 1.67676 1.68686 1.69697 1.70707 1.71717 1.72727 1.73737 1.74747 1.75757 1.76767 1.77777 1.78787 1.79798 1.80808 1.81818 1.82828 1.83838 1.84848 1.85858 1.86868 1.87878 1.88888 1.89899 1.90909 1.91919 1.92929 1.93939 1.94949 1.95959 1.96969 1.97979 1.98989 2 
0.999999 1.0101 1.0202 1.0303 1.0404 1.0505 1.06061 1.07071 1.08081 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15151 1.16162 1.17172 1.18182 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25252 1.26263 1.27273 1.28283 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35353 1.36364 1.37374 1.38384 1.39394 1.40404 1.41414 1.42424 1.43434 1.44444 1.45454 1.46465 1.47475 1.48485 1.49495 1.50505 1.51515 1.52525 1.53535 1.54545 1.55555 1.56566 1.57576 1.58586 1.59596 1.60606 1.61616 1.62626 1.63636 1.64646 1.65656 1.66667 1.67677 1.68687 1.69697 1.70707 1.71717 1.72727 1.73737 1.74747 1.75757 1.76768 1.77778 1.78788 1.79798 1.80808 1.81818 1.82828 1.83838 1.84848 1.85858 1.86869 1.87879 1.88889 1.89899 1.90909 1.91919 1.92929 1.93939 1.94949 1.9596 1.9697 1.9798 1.9899 2 
1 1.0101 1.0202 1.0303 1.0404 1.05051 1.06061 1.07071 1.08081 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15152 1.16162 1.17172 1.18182 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25253 1.26263 1.27273 1.28283 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35354 1.36364 1.37374 1.38384 1.39394 1.40404 1.41414 1.42424 1.43434 1.44445 1.45455 1.46465 1.47475 1.48485 1.49495 1.50505 1.51515 1.52525 1.53535 1.54546 1.55556 1.56566 1.57576 1.58586 1.59596 1.60606 1.61616 1.62626 1.63636 1.64647 1.65657 1.66667 1.67677 1.68687 1.69697 1.70707 1.71717 1.72727 1.73737 1.74748 1.75758 1.76768 1.77778 1.78788 1.79798 1.80808 1.81818 1.82828 1.83838 1.84849 1.85859 1.86869 1.87879 1.88889 1.89899 1.90909 1.91919 1.92929 1.93939 1.9495 1.9596 1.9697 1.9798 1.9899 2 
1 1.0101 1.0202 1.0303 1.0404 1.05051 1.06061 1.07071 1.08081 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15152 1.16162 1.17172 1.18182 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25253 1.26263 1.27273 1.28283 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35354 1.36364 1.37374 1.38384 1.39394 1.40404 1.41414 1.42424 1.43434 1.44444 1.45455 1.46465 1.47475 1.48485 1.49495 1.50505 1.51515 1.52525 1.53535 1.54545 1.55556 1.56566 1.57576 1.58586 1.59596 1.60606 1.61616 1.62626 1.63636 1.64646 1.65657 1.66667 1.67677 1.68687 1.69697 1.70707 1.71717 1.72727 1.73737 1.74747 1.75758 1.76768 1.77778 1.78788 1.79798 1.80808 1.81818 1.82828 1.83838 1.84848 1.85859 1.86869 1.87879 1.88889 1.89899 1.90909 1.91919 1.92929 1.93939 1.94949 1.9596 1.9697 1.9798 1.9899 2 
1 1.0101 1.0202 1.0303 1.0404 1.0505 1.06061 1.07071 1.08081 1.09091 1.10101 1.11111 1.12121 1.13131 1.14141 1.15151 1.16162 1.17172 1.18182 1.19192 1.20202 1.21212 1.22222 1.23232 1.24242 1.25253 1.26263 1.27273 1.28283 1.29293 1.30303 1.31313 1.32323 1.33333 1.34343 1.35354 1.36364 1.37374 1.38384 1.39394 1.40404 1.41414 1.42424 1.43434 1.44444 1.45455 1.46465 1.47475 1.48485 1.49495 1.50505 1.51515 1.52525 1.53535 1.54545 1.55556 1.56566 1.57576 1.58586 1.59596 1.60606 1.61616 1.62626 1.63636 1.64646 1.65657 1.66667 1.67677 1.68687 1.69697 1.70707 1.71717 1.72727 1.73737 1.74747 1.75758 1.76768 1.77778 1.78788 1.79798 1.80808 1.81818 1.82828 1.83838 1.84848 1.85859 1.86869 1.87879 1.88889 1.89899 1.90909 1.91919 1.92929 1.93939 1.94949 1.9596 1.9697 1.9798 1.9899 2 
